non_word	real_word	jaro_winkler	levenshtein_distance	corpus	aspell_rank	aspell_n_candidates	edit_distance_rank	edit_distance_n_candidates
consident	consonant	0.8666666666666666	3	aspell	-1	6	-1	1
contast	constant	0.9375	2	aspell	-1	12	-1	3
contastant	constant	0.895	2	aspell	3	4	-1	1
contunie	continue	0.975	2	aspell	0	12	0	2
conibation	contribution	0.8924074074074073	3	aspell	-1	11	-1	4
cooly	coolly	0.9666666666666667	1	aspell	0	28	0	4
copping	coping	0.9666666666666667	1	aspell	3	22	-1	1
cosmoplyton	cosmopolitan	0.9284848484848485	3	aspell	0	7	-1	1
courst	court	0.9666666666666667	1	aspell	1	25	0	3
crasy	crazy	0.9066666666666667	1	aspell	4	27	4	5
credetability	credibility	0.9156643356643357	3	aspell	1	8	-1	1
criqitue	critique	0.9708333333333333	2	aspell	0	18	0	1
ctitique	critique	0.8821428571428571	1	aspell	0	22	0	1
croke	croak	0.9066666666666667	2	aspell	5	47	-1	4
crusifed	crucified	0.9189814814814814	2	aspell	2	12	3	5
crucifiction	crucifixion	0.9484848484848484	2	aspell	0	18	0	1
custamisation	customization	0.9202797202797203	2	aspell	0	6	0	1
daly	daily	0.9466666666666665	1	aspell	1	10	1	5
danguages	dangerous	0.8825396825396825	4	aspell	-1	23	-1	1
dongle	dangle	0.9	1	aspell	5	11	-1	1
disition	decision	0.8500000000000001	3	aspell	6	29	-1	6
defense	defence	0.9428571428571428	1	aspell	-1	13	-1	1
defence	defense	0.9428571428571428	1	aspell	0	32	-1	1
defenly	defiantly	0.888888888888889	3	aspell	2	15	-1	10
definate	definite	0.95	1	aspell	0	25	0	1
definately	definitely	0.96	1	aspell	0	11	0	1
dieties	deities	0.9571428571428572	2	aspell	2	11	0	3
dependeble	dependable	0.9377777777777778	1	aspell	0	3	0	1
descrption	description	0.9618181818181818	1	aspell	0	7	0	1
descrptn	description	0.9454545454545455	3	aspell	0	7	-1	1
dessicate	desiccate	0.9481481481481482	2	aspell	0	17	0	4
dispair	despair	0.9142857142857143	1	aspell	2	21	0	1
desparate	desperate	0.9305555555555555	1	aspell	1	2	1	2
distroy	destroy	0.9142857142857143	1	aspell	2	19	0	1
developement	development	0.9651515151515152	1	aspell	0	5	0	1
develpond	development	0.8982323232323232	4	aspell	2	4	-1	1
develepment	developments	0.9284848484848485	2	aspell	1	7	-1	1
ductioneery	dictionary	0.8206818181818182	3	aspell	0	6	-1	2
dinasaur	dinosaur	0.9083333333333333	1	aspell	2	21	0	1
dinasour	dinosaur	0.9708333333333333	2	aspell	0	34	0	1
direcyly	directly	0.9214285714285715	1	aspell	0	9	0	1
diagree	disagree	0.9666666666666667	1	aspell	0	26	0	1
discuess	discuss	0.975	1	aspell	0	11	1	2
disssicion	discussion	0.9274074074074075	4	aspell	-1	11	-1	1
disect	dissect	0.9666666666666667	1	aspell	0	21	0	3
disippate	dissipate	0.9481481481481482	2	aspell	0	15	0	1
destint	distant	0.8285714285714287	2	aspell	8	13	-1	2
distart	distort	0.9428571428571428	1	aspell	5	20	1	2
distarct	distract	0.975	2	aspell	0	12	0	1
devulge	divulge	0.9142857142857143	1	aspell	1	9	0	1
documtations	documentation	0.8980186480186481	3	aspell	-1	6	-1	1
dag	dog	0.7777777777777777	1	aspell	9	32	-1	1
doog	dog	0.9166666666666666	1	aspell	0	6	0	4
doenload	download	0.9333333333333333	1	aspell	0	6	0	1
deaft	draft	0.88	1	aspell	8	24	5	6
dramaticly	dramatically	0.9666666666666667	2	aspell	0	5	0	3
drunkeness	drunkenness	0.9818181818181818	1	aspell	0	12	0	1
dur	due	0.7777777777777777	1	aspell	1	19	2	12
duren	during	0.8755555555555556	2	aspell	1	46	1	56
dymatic	dynamic	0.8793650793650793	2	aspell	-1	7	2	7
dynaic	dynamic	0.9714285714285714	1	aspell	0	49	0	1
ecstacy	ecstasy	0.9428571428571428	1	aspell	0	21	0	1
efficity	efficacy	0.9	2	aspell	-1	18	0	3
efficat	efficient	0.9047619047619048	3	aspell	-1	11	-1	2
effots	efforts	0.9714285714285714	1	aspell	0	35	0	1
elagent	elegant	0.9619047619047619	2	aspell	0	11	0	8
elligit	elegant	0.7714285714285715	4	aspell	-1	11	-1	2
embarass	embarrass	0.9777777777777777	1	aspell	0	19	0	1
embaress	embarrass	0.9305555555555555	2	aspell	0	25	0	3
embarassment	embarrassment	0.9846153846153847	1	aspell	0	3	0	1
imbed	embed	0.8666666666666667	1	aspell	1	2	1	2
encapsualtion	encapsulation	0.9846153846153847	2	aspell	0	4	0	1
encyclapidia	encyclopedia	0.9133333333333333	2	aspell	0	4	0	1
encyclopia	encyclopedia	0.9666666666666667	2	aspell	0	10	0	1
engins	engine	0.9333333333333333	1	aspell	4	22	1	2
enhence	enhance	0.9333333333333333	1	aspell	2	7	0	1
enligtment	enlightenment	0.9338461538461538	3	aspell	2	9	-1	1
ennuui	ennui	0.9666666666666667	1	aspell	0	52	0	1
enought	enough	0.9714285714285714	1	aspell	0	7	0	2
enviroment	environment	0.9618181818181818	1	aspell	0	5	0	1
envireminakl	environmental	0.9005128205128206	5	aspell	0	5	-1	1
invermeantial	environmental	0.8065268065268065	6	aspell	-1	6	-1	1
epitomy	epitome	0.9428571428571428	1	aspell	0	6	0	1
errara	error	0.8755555555555556	2	aspell	1	33	-1	1
erro	error	0.96	1	aspell	0	7	0	5
expresso	espresso	0.9249999999999999	1	aspell	5	7	1	2
eitiology	etiology	0.9291666666666667	1	aspell	0	6	0	1
evaualtion	evaluation	0.9766666666666667	2	aspell	0	9	0	2
evtually	eventually	0.9466666666666665	2	aspell	0	9	0	6
evething	everything	0.9533333333333333	2	aspell	2	9	0	8
excede	exceed	0.9666666666666667	2	aspell	0	20	0	1
excpt	except	0.9611111111111111	1	aspell	0	10	0	1
excution	execution	0.9703703703703703	1	aspell	0	9	0	1
excercise	exercise	0.937037037037037	1	aspell	0	9	0	1
exhileration	exhilaration	0.9484848484848484	1	aspell	0	6	0	1
egsistence	existence	0.8691666666666668	2	aspell	0	6	1	3
existance	existence	0.9305555555555555	1	aspell	0	6	0	1
exspidient	expedient	0.8837037037037038	2	aspell	0	9	0	1
expleyly	explicitly	0.8366666666666667	4	aspell	-1	4	-1	1
explity	explicitly	0.9400000000000001	3	aspell	-1	16	-1	3
extions	extensions	0.8633333333333333	3	aspell	-1	30	-1	17
factontion	factorization	0.8962393162393162	4	aspell	1	20	-1	1
failer	failure	0.9380952380952381	2	aspell	4	49	-1	8
phantasia	fantasia	0.8842592592592592	2	aspell	0	7	3	4
famdasy	fantasy	0.8476190476190477	2	aspell	2	77	0	1
faver	favor	0.9066666666666667	1	aspell	3	14	3	12
faver	favour	0.8755555555555556	2	aspell	-1	14	-1	12
faxe	fax	0.9166666666666666	1	aspell	2	13	2	12
fistival	festival	0.8821428571428571	1	aspell	1	8	0	1
firey	fiery	0.9466666666666665	2	aspell	1	19	1	5
flatterring	flattering	0.9818181818181818	1	aspell	2	10	0	1
fluk	flux	0.8833333333333334	1	aspell	5	9	6	8
flukse	flux	0.825	3	aspell	20	33	-1	2
forsee	foresee	0.9277777777777778	1	aspell	2	41	0	1
frustartaion	frustrating	0.9284848484848485	5	aspell	0	4	-1	1
fuction	function	0.9666666666666667	1	aspell	0	12	0	5
generly	generally	0.9555555555555556	2	aspell	0	28	0	11
gotton	gotten	0.9333333333333333	1	aspell	2	19	0	2
goberment	government	0.8837037037037038	2	aspell	-1	10	0	1
gobernement	government	0.8952188552188552	2	aspell	0	18	0	1
gobernment	government	0.9466666666666665	1	aspell	0	4	0	1
gracefull	graceful	0.9777777777777777	1	aspell	3	4	1	2
gradualy	gradually	0.9777777777777777	1	aspell	0	2	0	2
grammer	grammar	0.9428571428571428	1	aspell	0	7	0	3
gaurd	guard	0.94	2	aspell	0	32	0	2
futs	guts	0.8333333333333334	1	aspell	7	33	9	17
hapily	happily	0.9666666666666667	1	aspell	0	13	0	3
harrass	harass	0.9666666666666667	1	aspell	0	26	0	1
havne	have	0.9533333333333333	1	aspell	1	22	1	2
heighth	height	0.9714285714285714	1	aspell	0	13	0	3
hallo	hello	0.88	1	aspell	6	29	5	6
helo	hello	0.9533333333333333	1	aspell	1	11	1	8
herlo	hello	0.8933333333333333	1	aspell	3	58	1	2
heellp	help	0.9111111111111111	2	aspell	1	25	1	6
hellp	help	0.9533333333333333	1	aspell	1	31	1	3
hlp	help	0.9166666666666666	1	aspell	0	9	0	7
higer	higher	0.9611111111111111	1	aspell	0	9	0	5
hippopotamous	hippopotamus	0.9846153846153847	1	aspell	0	3	0	1
hourse	horse	0.9555555555555556	1	aspell	2	13	2	5
houssing	housing	0.975	1	aspell	0	25	0	2
howaver	however	0.8944444444444445	1	aspell	6	25	0	1
howver	however	0.9277777777777778	1	aspell	1	19	1	4
humaniti	humanity	0.95	1	aspell	1	10	0	1
hifin	hyphen	0.5777777777777778	4	aspell	-1	64	-1	8
hifine	hyphen	0.5555555555555555	5	aspell	32	33	-1	9
hiphine	hyphen	0.8042857142857143	3	aspell	2	26	-1	3
hyfin	hyphen	0.76	3	aspell	12	50	-1	7
hypotathes	hypothesis	0.92	4	aspell	1	16	-1	1
hypotathese	hypothesis	0.9054545454545454	4	aspell	3	9	-1	1
hystrical	hysterical	0.98	1	aspell	0	5	0	1
illegitament	illegitimate	0.9303030303030303	4	aspell	0	9	-1	1
immenant	immanent	0.9708333333333333	2	aspell	0	12	0	2
imediaetly	immediately	0.9490909090909091	3	aspell	0	8	0	1
implemtes	implements	0.9577777777777777	3	aspell	0	7	0	1
incase	in case	0.9619047619047619	1	aspell	0	18	-1	2
indepth	in depth	0.9666666666666667	1	aspell	0	17	-1	4
infact	in fact	0.9619047619047619	1	aspell	3	19	-1	4
inadvertant	inadvertent	0.9636363636363636	1	aspell	0	3	0	1
incompleet	incomplete	0.98	2	aspell	0	3	0	1
incomplot	incomplete	0.9377777777777778	2	aspell	0	5	0	1
inconvience	inconvenience	0.932867132867133	2	aspell	0	4	0	2
inconvenant	inconvenient	0.9484848484848484	2	aspell	0	5	0	1
ident	indent	0.8900000000000001	1	aspell	1	19	1	2
independant	independent	0.9636363636363636	1	aspell	0	4	0	1
independenent	independent	0.9692307692307692	2	aspell	0	8	0	1
indepnends	independent	0.8991919191919192	4	aspell	2	29	-1	1
indispensible	indispensable	0.9692307692307692	1	aspell	0	4	0	1
inefficite	inefficient	0.9618181818181818	3	aspell	0	5	0	1
imfamy	infamy	0.9	1	aspell	1	6	0	1
influencial	influential	0.9636363636363636	1	aspell	0	11	0	1
inital	initial	0.9714285714285714	1	aspell	0	12	0	1
initinized	initialized	0.9436363636363637	2	aspell	-1	13	0	1
initized	initialized	0.9454545454545455	3	aspell	-1	21	-1	1
innoculate	inoculate	0.9733333333333334	1	aspell	0	6	0	1
incedious	insidious	0.8433862433862434	2	aspell	7	25	3	4
insistant	insistent	0.9555555555555556	1	aspell	2	13	0	1
insistenet	insistent	0.98	1	aspell	0	7	0	1
instulation	installation	0.9284848484848485	2	aspell	1	3	-1	1
intealignt	intelligent	0.9436363636363637	2	aspell	0	13	0	1
intejilent	intelligent	0.9214141414141415	3	aspell	0	6	-1	1
intelegent	intelligent	0.9214141414141415	2	aspell	0	4	0	2
intelegnent	intelligent	0.905050505050505	3	aspell	0	6	-1	1
intelejent	intelligent	0.9054545454545454	3	aspell	0	6	-1	1
inteligent	intelligent	0.9818181818181818	1	aspell	0	10	0	1
intelignt	intelligent	0.9636363636363636	2	aspell	0	13	0	1
intellagant	intelligent	0.9272727272727274	2	aspell	0	9	0	1
intellegent	intelligent	0.9436363636363637	1	aspell	0	8	0	1
intellegint	intelligent	0.9818181818181818	2	aspell	0	7	0	1
intellgnt	intelligent	0.9636363636363636	2	aspell	0	8	0	2
intertes	interested	0.9349999999999999	3	aspell	-1	50	-1	19
intertesd	interested	0.9577777777777777	3	aspell	-1	17	-1	5
inerface	interface	0.9703703703703703	1	aspell	0	15	0	1
internation	international	0.9692307692307692	2	aspell	2	16	0	9
interpretate	interpret	0.95	3	aspell	3	11	-1	3
interpretter	interpreter	0.9833333333333333	1	aspell	0	8	0	1
enventions	inventions	0.8962962962962964	1	aspell	0	11	0	1
irresistable	irresistible	0.9666666666666666	1	aspell	0	4	0	1
irritible	irritable	0.9555555555555556	1	aspell	0	9	0	1
isotrop	isotope	0.9428571428571428	2	aspell	1	7	1	3
interate	iterate	0.9625	1	aspell	3	12	1	2
johhn	john	0.9533333333333333	1	aspell	0	14	0	1
judgment	judgement	0.9527777777777777	1	aspell	-1	4	-1	1
judgement	judgment	0.9527777777777777	1	aspell	0	17	0	1
lilometer	kilometer	0.8842592592592592	1	aspell	2	4	1	2
lilometer	kilometre	0.8425925925925926	3	aspell	-1	4	-1	2
kippur	kipper	0.9333333333333333	1	aspell	0	36	0	1
knawing	knowing	0.9238095238095239	1	aspell	2	4	0	2
luser	laser	0.88	1	aspell	5	60	4	5
latext	latest	0.9333333333333333	1	aspell	5	9	2	3
lloyer	layer	0.8400000000000001	2	aspell	1	28	3	25
leasve	leave	0.9611111111111111	1	aspell	1	38	1	2
lesure	leisure	0.9619047619047619	1	aspell	0	41	0	1
liasion	lesion	0.8042857142857143	2	aspell	13	24	-1	1
liason	liaison	0.9666666666666667	1	aspell	0	15	0	1
libary	library	0.9277777777777778	1	aspell	0	7	0	1
likly	likely	0.9611111111111111	1	aspell	0	21	0	2
liquify	liquefy	0.9428571428571428	1	aspell	0	20	0	1
lossing	losing	0.9666666666666667	1	aspell	0	11	0	8
maddness	madness	0.9708333333333333	1	aspell	0	12	0	1
maintanence	maintenance	0.9818181818181818	2	aspell	0	9	0	1
majaerly	majority	0.825	4	aspell	-1	10	-1	3
majoraly	majority	0.9	2	aspell	1	12	-1	1
marshall	marshal	0.975	1	aspell	4	13	0	2
maks	masks	0.88	1	aspell	10	51	6	19
maxium	maximum	0.9380952380952381	1	aspell	3	19	1	2
midia	media	0.88	1	aspell	4	19	2	3
momento	memento	0.8642857142857143	1	aspell	4	5	3	4
meory	memory	0.9555555555555556	1	aspell	0	28	0	2
pataphysical	metaphysical	0.8555555555555556	2	aspell	0	9	0	1
mic	mike	0.7222222222222222	2	aspell	-1	31	-1	1
millenium	millennium	0.98	1	aspell	0	3	0	1
minum	minimum	0.8866666666666667	2	aspell	6	68	-1	2
miniscule	minuscule	0.9189814814814814	1	aspell	0	3	0	1
misilous	miscellaneous	0.8631410256410256	6	aspell	-1	38	-1	1
mischievious	mischievous	0.9833333333333333	1	aspell	0	4	0	1
minkay	monkey	0.7999999999999999	2	aspell	11	24	14	15
monkay	monkey	0.9333333333333333	1	aspell	0	23	0	1
mroe	more	0.9249999999999999	2	aspell	0	4	0	2
mosaik	mosaic	0.9333333333333333	1	aspell	0	50	0	1
mostlikely	most likely	0.9818181818181818	1	aspell	0	18	-1	1
mousr	mouser	0.9666666666666667	1	aspell	0	41	0	3
oving	moving	0.9444444444444445	1	aspell	1	47	1	5
nieve	naive	0.88	2	aspell	2	25	-1	2
neccessary	necessary	0.9766666666666667	1	aspell	0	9	0	1
necesary	necessary	0.9777777777777777	1	aspell	0	10	0	1
necesser	necessary	0.9305555555555555	2	aspell	0	33	0	3
neighbour	neighbor	0.9777777777777777	1	aspell	0	4	-1	1
neighbor	neighbour	0.9777777777777777	1	aspell	-1	5	-1	1
nickleodeon	nickelodeon	0.9818181818181818	2	aspell	0	5	0	1
neice	niece	0.94	2	aspell	0	24	1	3
noone	no one	0.9555555555555556	1	aspell	1	19	-1	3
notin	not in	0.9611111111111111	1	aspell	2	33	-1	2
noticably	noticeably	0.98	1	aspell	0	6	0	1
nozled	nuzzled	0.8642857142857143	2	aspell	4	25	3	46
obsfuscate	obfuscate	0.9437037037037037	1	aspell	0	3	0	1
objectsion	objects	0.9400000000000001	3	aspell	5	12	-1	1
ocassion	occasion	0.9333333333333333	2	aspell	0	22	0	5
accosinly	occasionally	0.8796296296296297	5	aspell	-1	4	-1	1
occusionaly	occasionally	0.8932323232323233	2	aspell	1	9	1	2
occuppied	occupied	0.9777777777777777	1	aspell	0	9	0	1
occurence	occurrence	0.98	1	aspell	0	3	0	1
octagenarian	octogenarian	0.8974747474747474	1	aspell	0	3	0	1
olf	old	0.7777777777777777	1	aspell	3	13	5	8
opposim	opossum	0.8476190476190477	3	aspell	5	11	-1	5
organise	organize	0.95	1	aspell	3	14	0	3
organiz	organize	0.975	1	aspell	0	13	0	2
orientate	orient	0.9333333333333333	3	aspell	-1	6	-1	1
oscilascope	oscilloscope	0.9284848484848485	2	aspell	0	3	0	1
parametic	parameter	0.9111111111111111	2	aspell	-1	4	-1	2
paramers	parameters	0.96	2	aspell	0	25	-1	1
paranets	parameters	0.915	3	aspell	-1	21	-1	1
partrucal	particular	0.8877777777777778	4	aspell	0	14	-1	1
patten	pattern	0.9714285714285714	1	aspell	0	26	0	5
preemptory	peremptory	0.97	2	aspell	0	7	0	1
permissable	permissible	0.9636363636363636	1	aspell	0	5	0	1
permition	permission	0.9377777777777778	2	aspell	3	7	-1	1
permmasivie	permissive	0.8991919191919192	3	aspell	1	4	-1	1
phenominal	phenomenal	0.96	1	aspell	0	4	0	1
fone	phone	0.7833333333333333	2	aspell	-1	16	-1	16
funetik	phonetic	0.6904761904761904	4	aspell	18	24	-1	1
picaresque	picturesque	0.8823905723905724	2	aspell	1	6	-1	1
playwrite	playwright	0.9377777777777778	3	aspell	2	12	-1	1
pollice	police	0.9666666666666667	1	aspell	4	19	0	1
politict	politic	0.975	1	aspell	0	8	0	3
polation	politician	0.8094444444444445	4	aspell	-1	27	-1	27
poligamy	polygamy	0.9416666666666667	1	aspell	0	34	0	1
polypropalene	polypropylene	0.9692307692307692	1	aspell	0	2	0	1
protray	portray	0.9571428571428572	2	aspell	2	26	0	1
possable	possible	0.95	1	aspell	2	11	0	2
practicle	practical	0.9555555555555556	2	aspell	2	8	-1	1
pragmaticism	pragmatism	0.9666666666666667	2	aspell	2	9	1	2
preceeding	preceding	0.98	1	aspell	0	2	0	2
precion	precision	0.9555555555555556	2	aspell	0	21	0	10
precios	precision	0.9269841269841269	3	aspell	-1	4	-1	2
prefixt	prefixed	0.9214285714285715	2	aspell	1	6	-1	1
prefices	prefixes	0.95	1	aspell	3	10	0	2
perogative	prerogative	0.9427272727272727	1	aspell	0	4	0	1
privielage	privilege	0.9577777777777777	2	aspell	0	4	0	1
priviledge	privilege	0.98	1	aspell	0	4	0	1
proplematic	problematic	0.9575757575757576	1	aspell	0	12	0	1
proceedures	procedures	0.9418181818181818	1	aspell	1	9	0	1
pronensiation	pronunciation	0.9384615384615385	2	aspell	0	6	0	1
pronisation	pronunciation	0.8756643356643358	4	aspell	-1	7	-1	1
pronounciation	pronunciation	0.9857142857142858	1	aspell	0	4	0	1
properally	properly	0.96	2	aspell	2	10	0	1
pscolgst	psychologist	0.9111111111111111	4	aspell	0	27	-1	1
psicolagest	psychologist	0.8383838383838385	4	aspell	1	10	-1	1
psycolagest	psychologist	0.9136363636363637	3	aspell	0	13	-1	1
sicolagest	psychologist	0.7611111111111111	5	aspell	-1	14	-1	1
persue	pursue	0.9	1	aspell	4	44	1	2
presue	pursue	0.9	2	aspell	10	37	-1	1
presued	pursued	0.9142857142857143	2	aspell	6	15	-1	2
quoz	quiz	0.8666666666666667	1	aspell	1	30	1	2
reccona	raccoon	0.8285714285714287	3	aspell	9	22	-1	4
radious	radius	0.9714285714285714	1	aspell	3	22	0	2
ramplily	rampantly	0.8833333333333333	3	aspell	2	23	-1	1
wrank	rank	0.9333333333333332	1	aspell	1	49	1	7
recieve	receive	0.9666666666666667	2	aspell	0	15	0	2
reconise	recognize	0.9305555555555555	2	aspell	2	22	1	6
reccomend	recommend	0.9481481481481482	2	aspell	0	12	0	1
rectangeles	rectangle	0.9414141414141414	2	aspell	2	5	-1	1
reoccurring	recurring	0.9515151515151515	2	aspell	5	9	-1	1
redign	redesign	0.9416666666666667	2	aspell	1	19	-1	2
irregardless	regardless	0.8777777777777779	2	aspell	1	6	-1	1
repitition	repetition	0.9014814814814816	1	aspell	0	11	0	1
replasments	replacement	0.905050505050505	3	aspell	4	9	-1	2
reseblence	resemblance	0.9214141414141415	2	aspell	0	3	0	1
respct	respect	0.9714285714285714	1	aspell	2	12	0	1
respecally	respectfully	0.9299999999999999	3	aspell	-1	6	-1	2
reposable	responsible	0.8643097643097643	3	aspell	-1	8	-1	6
roon	room	0.8833333333333334	1	aspell	1	17	2	14
rought	roughly	0.9095238095238095	2	aspell	10	21	-1	10
rudemtry	rudimentary	0.9071969696969698	4	aspell	0	11	-1	1
runnung	running	0.9428571428571428	1	aspell	0	11	0	1
sacreligious	sacrilegious	0.9833333333333333	2	aspell	0	8	0	1
saftly	safely	0.9222222222222223	1	aspell	0	12	0	3
salut	salute	0.9666666666666667	1	aspell	0	12	0	3
satifly	satisfy	0.9428571428571428	2	aspell	-1	17	0	8
scrabdle	scrabble	0.95	1	aspell	1	8	0	1
secion	section	0.9666666666666667	1	aspell	2	20	0	2
segements	segments	0.9449074074074074	1	aspell	0	25	0	1
sieze	seize	0.94	2	aspell	0	26	0	4
sence	sense	0.9066666666666667	1	aspell	1	9	1	6
seperate	separate	0.9083333333333333	1	aspell	1	25	0	1
seferal	several	0.9238095238095239	1	aspell	0	11	0	1
sherbert	sherbet	0.975	1	aspell	0	6	0	1
singal	signal	0.9555555555555556	2	aspell	2	14	0	1
cimplicity	simplicity	0.9333333333333332	1	aspell	0	5	0	2
simpfilty	simplicity	0.9127777777777778	3	aspell	2	8	-1	1
