non_word	real_word	jaro_winkler	levenshtein_distance	corpus	aspell_rank	aspell_n_candidates	edit_distance_rank	edit_distance_n_candidates
abondons	abandons	0.8952380952380953	1	wikipedia	1	13	0	1
aberation	aberration	0.98	1	wikipedia	0	9	0	2
baout	about	0.9333333333333332	2	wikipedia	1	29	1	2
boaut	about	0.8666666666666667	2	wikipedia	-1	16	-1	4
absense	absence	0.9428571428571428	1	wikipedia	3	17	0	1
asorbed	absorbed	0.8767857142857143	1	wikipedia	1	5	1	2
absorbsion	absorption	0.92	2	wikipedia	3	7	0	1
absorbtion	absorption	0.96	1	wikipedia	0	3	0	1
abutts	abuts	0.9666666666666667	1	wikipedia	2	27	0	2
acceptible	acceptable	0.96	1	wikipedia	0	4	0	1
accessable	accessible	0.96	1	wikipedia	2	6	0	1
accension	accession	0.9555555555555556	1	wikipedia	0	3	0	2
accidently	accidentally	0.9666666666666667	2	wikipedia	0	10	0	6
acclimitization	acclimatization	0.959047619047619	1	wikipedia	0	5	0	1
accomadate	accommodate	0.9214141414141415	2	wikipedia	0	4	0	1
accomodate	accommodate	0.9818181818181818	1	wikipedia	0	3	0	1
accomadated	accommodated	0.9284848484848485	2	wikipedia	0	5	0	1
accomodated	accommodated	0.9833333333333333	1	wikipedia	0	3	0	1
accomadates	accommodates	0.9284848484848485	2	wikipedia	0	4	0	1
accomodates	accommodates	0.9833333333333333	1	wikipedia	0	3	0	1
accomadating	accommodating	0.9343822843822843	2	wikipedia	0	8	0	1
accomodating	accommodating	0.9846153846153847	1	wikipedia	0	6	0	1
accomadation	accommodation	0.9162004662004662	2	wikipedia	0	5	0	1
accomodation	accommodation	0.9846153846153847	1	wikipedia	0	4	0	1
accomodations	accommodations	0.9857142857142858	1	wikipedia	0	5	0	1
accompanyed	accompanied	0.9636363636363636	1	wikipedia	2	8	0	1
acomplish	accomplish	0.9733333333333334	1	wikipedia	0	6	0	1
acomplished	accomplished	0.9777777777777777	1	wikipedia	0	5	0	1
acomplishment	accomplishment	0.980952380952381	1	wikipedia	0	3	0	1
acomplishments	accomplishments	0.9822222222222223	1	wikipedia	0	3	0	1
acording	according	0.9703703703703703	1	wikipedia	0	7	0	2
acuracy	accuracy	0.8904761904761905	1	wikipedia	1	3	1	2
accussed	accused	0.975	1	wikipedia	0	10	0	3
acustom	accustom	0.9666666666666667	1	wikipedia	0	7	0	2
acustommed	accustomed	0.9466666666666665	2	wikipedia	0	7	0	1
acheive	achieve	0.9666666666666667	2	wikipedia	0	6	0	1
achive	achieve	0.9380952380952381	1	wikipedia	4	15	2	4
acheived	achieved	0.9708333333333333	2	wikipedia	0	8	0	1
achived	achieved	0.9464285714285714	1	wikipedia	3	4	1	2
acheivement	achievement	0.9787878787878788	2	wikipedia	0	3	0	1
acheivment	achievement	0.9321212121212121	3	wikipedia	0	3	0	1
achievment	achievement	0.9618181818181818	1	wikipedia	0	3	0	1
acheivements	achievements	0.9805555555555555	2	wikipedia	0	5	0	1
acheivments	achievements	0.9381313131313131	3	wikipedia	0	5	0	1
achievments	achievements	0.9651515151515152	1	wikipedia	0	47	0	1
acheives	achieves	0.9708333333333333	2	wikipedia	0	10	0	1
acheiving	achieving	0.9740740740740741	2	wikipedia	0	9	0	1
acquaintence	acquaintance	0.9484848484848484	1	wikipedia	0	4	0	1
acquiantence	acquaintance	0.9303030303030303	3	wikipedia	0	4	0	1
aquaintance	acquaintance	0.975	1	wikipedia	0	3	0	1
aquiantance	acquaintance	0.9477272727272728	3	wikipedia	0	3	0	1
acquaintences	acquaintances	0.9525641025641025	1	wikipedia	0	6	0	1
acquiantences	acquaintances	0.9358974358974359	3	wikipedia	0	6	0	1
aquainted	acquainted	0.97	1	wikipedia	0	16	0	1
adquire	acquire	0.9142857142857143	1	wikipedia	2	16	0	1
aquire	acquire	0.9571428571428572	1	wikipedia	0	12	0	3
adquired	acquired	0.9249999999999999	1	wikipedia	0	11	0	1
aquired	acquired	0.9625	1	wikipedia	0	11	0	2
adquires	acquires	0.9249999999999999	1	wikipedia	2	21	0	1
adquiring	acquiring	0.9333333333333333	1	wikipedia	0	9	0	1
aquiring	acquiring	0.9666666666666666	1	wikipedia	0	9	0	2
aquisition	acquisition	0.9727272727272728	1	wikipedia	0	8	0	1
acquited	acquitted	0.9777777777777777	1	wikipedia	2	19	0	2
aquitted	acquitted	0.9666666666666666	1	wikipedia	0	25	0	1
accross	across	0.9619047619047619	1	wikipedia	2	17	0	1
actualy	actually	0.975	1	wikipedia	0	8	0	3
adaption	adaptation	0.96	2	wikipedia	4	9	-1	1
adaptions	adaptations	0.9636363636363636	2	wikipedia	4	9	-1	1
addres	adders	0.9611111111111111	2	wikipedia	3	24	1	4
additinally	additionally	0.9833333333333333	1	wikipedia	0	8	0	1
addres	address	0.9714285714285714	1	wikipedia	0	24	0	4
adres	address	0.9238095238095239	2	wikipedia	7	81	-1	7
adress	address	0.9619047619047619	1	wikipedia	0	40	0	2
addresable	addressable	0.9818181818181818	1	wikipedia	0	6	0	1
adresable	addressable	0.9515151515151515	2	wikipedia	0	6	0	3
adressable	addressable	0.9757575757575758	1	wikipedia	0	7	0	1
addresing	addressing	0.98	1	wikipedia	0	22	0	1
adresing	addressing	0.9466666666666665	2	wikipedia	0	11	0	8
adressing	addressing	0.9733333333333334	1	wikipedia	0	3	0	2
adecuate	adequate	0.9416666666666667	1	wikipedia	0	21	0	1
adhearing	adhering	0.9777777777777777	1	wikipedia	0	20	0	1
adminstrate	administrate	0.9833333333333333	1	wikipedia	0	6	0	1
adminstration	administration	0.9395604395604396	1	wikipedia	0	5	0	1
adminstrative	administrative	0.9395604395604396	1	wikipedia	0	7	0	1
admissability	admissibility	0.9358974358974359	1	wikipedia	1	4	0	1
admissable	admissible	0.96	1	wikipedia	0	9	0	1
addmission	admission	0.9733333333333334	1	wikipedia	2	9	0	1
adolecent	adolescent	0.98	1	wikipedia	0	3	0	1
addopt	adopt	0.9555555555555556	1	wikipedia	2	7	0	1
addopted	adopted	0.9666666666666667	1	wikipedia	2	14	0	1
addoptive	adoptive	0.9703703703703703	1	wikipedia	0	4	0	1
advertisment	advertisement	0.967948717948718	1	wikipedia	0	3	0	1
advertisments	advertisements	0.9703296703296703	1	wikipedia	0	5	0	1
adviced	advice	0.9714285714285714	1	wikipedia	0	12	0	2
adviced	advised	0.9428571428571428	1	wikipedia	5	12	1	2
aeriel	aerial	0.9333333333333333	1	wikipedia	1	19	3	4
aeriels	aerials	0.9428571428571428	1	wikipedia	3	19	1	2
affort	afford	0.9333333333333333	1	wikipedia	0	15	0	2
efford	afford	0.888888888888889	1	wikipedia	3	10	1	2
effords	affords	0.9047619047619048	1	wikipedia	2	3	1	2
afficionado	aficionado	0.9757575757575758	1	wikipedia	0	3	0	1
afficionados	aficionados	0.9777777777777777	1	wikipedia	0	12	0	1
agian	again	0.9466666666666665	2	wikipedia	0	25	0	2
agina	again	0.8933333333333333	2	wikipedia	2	16	-1	3
agravate	aggravate	0.9703703703703703	1	wikipedia	0	5	0	1
agregate	aggregate	0.937037037037037	1	wikipedia	0	9	0	1
agregates	aggregates	0.9437037037037037	1	wikipedia	0	13	0	1
agression	aggression	0.9733333333333334	1	wikipedia	0	8	0	1
agressive	aggressive	0.9733333333333334	1	wikipedia	0	6	0	1
agressively	aggressively	0.9777777777777777	1	wikipedia	0	5	0	1
agrieved	aggrieved	0.9703703703703703	1	wikipedia	0	5	0	2
agre	agree	0.96	1	wikipedia	0	7	0	6
agred	agreed	0.9666666666666667	1	wikipedia	0	27	0	4
agreing	agreeing	0.975	1	wikipedia	0	29	0	1
aggreement	agreement	0.9733333333333334	1	wikipedia	0	3	0	1
agriculturalist	agriculturist	0.9733333333333334	2	wikipedia	3	4	-1	1
airbourne	airborne	0.9777777777777777	1	wikipedia	0	20	0	1
airporta	airports	0.95	1	wikipedia	1	3	1	2
alchohol	alcohol	0.9375	1	wikipedia	0	5	0	1
alcoholical	alcoholic	0.9636363636363636	2	wikipedia	1	4	1	3
algebraical	algebraic	0.9636363636363636	2	wikipedia	1	3	1	2
algoritm	algorithm	0.9777777777777777	1	wikipedia	0	4	0	1
algoritms	algorithms	0.98	1	wikipedia	0	4	0	1
alege	allege	0.9555555555555556	1	wikipedia	0	25	0	1
alledge	allege	0.9714285714285714	1	wikipedia	0	24	0	1
aleged	alleged	0.9619047619047619	1	wikipedia	0	40	0	1
alledged	alleged	0.9464285714285714	1	wikipedia	3	28	0	1
alledges	alleges	0.975	1	wikipedia	0	19	0	1
alegience	allegiance	0.8837037037037038	2	wikipedia	0	23	1	2
allegience	allegiance	0.9377777777777778	1	wikipedia	0	11	0	1
alliviate	alleviate	0.9189814814814814	1	wikipedia	0	6	0	1
allopone	allophone	0.9777777777777777	1	wikipedia	-1	39	-1	1
allopones	allophones	0.98	1	wikipedia	-1	36	-1	1
alot	allot	0.9466666666666665	1	wikipedia	1	11	1	10
alotted	allotted	0.9666666666666667	1	wikipedia	0	23	0	5
alusion	allusion	0.9666666666666667	1	wikipedia	0	15	0	1
almsot	almost	0.9611111111111111	2	wikipedia	0	18	0	1
alomst	almost	0.9555555555555556	2	wikipedia	0	20	0	1
alreayd	already	0.9714285714285714	2	wikipedia	0	36	0	1
alsot	also	0.96	1	wikipedia	0	27	0	2
aslo	also	0.9249999999999999	2	wikipedia	2	6	0	1
altho	although	0.925	3	wikipedia	3	28	-1	1
althought	although	0.9777777777777777	1	wikipedia	0	9	0	1
altough	although	0.9041666666666667	1	wikipedia	3	16	0	1
alwasy	always	0.9666666666666667	2	wikipedia	0	41	0	1
alwyas	always	0.9611111111111111	2	wikipedia	0	14	0	1
amature	amateur	0.9714285714285714	2	wikipedia	0	10	-1	2
ammend	amend	0.9555555555555556	1	wikipedia	2	26	0	1
admendment	amendment	0.9033333333333332	1	wikipedia	0	7	0	1
amendmant	amendment	0.9555555555555556	1	wikipedia	0	3	0	1
ammendment	amendment	0.914074074074074	1	wikipedia	0	5	0	1
amoung	among	0.9611111111111111	1	wikipedia	0	6	0	2
anual	anal	0.9466666666666665	1	wikipedia	1	21	1	3
analagous	analogous	0.9305555555555555	1	wikipedia	0	8	0	1
analogeous	analogous	0.98	1	wikipedia	0	9	0	1
analitic	analytic	0.9214285714285715	1	wikipedia	0	10	0	1
anbd	and	0.9166666666666666	1	wikipedia	0	13	0	1
androgenous	androgynous	0.9636363636363636	1	wikipedia	0	7	0	1
androgeny	androgyny	0.9305555555555555	1	wikipedia	3	5	1	2
agina	angina	0.8900000000000001	1	wikipedia	3	16	2	3
anihilation	annihilation	0.9777777777777777	1	wikipedia	0	4	0	1
anounced	announced	0.937037037037037	1	wikipedia	0	11	0	1
anual	annual	0.9555555555555556	1	wikipedia	0	21	0	3
annuled	annulled	0.975	1	wikipedia	2	11	0	1
annoint	anoint	0.9174603174603175	1	wikipedia	0	28	0	1
annointed	anointed	0.937037037037037	1	wikipedia	0	15	0	1
annointing	anointing	0.8844444444444444	1	wikipedia	2	7	0	1
annoints	anoints	0.9285714285714286	1	wikipedia	0	28	0	1
anomolies	anomalies	0.9555555555555556	1	wikipedia	0	10	0	1
anomolous	anomalous	0.9305555555555555	1	wikipedia	0	6	0	1
anomoly	anomaly	0.9428571428571428	1	wikipedia	0	10	0	1
anonimity	anonymity	0.9305555555555555	1	wikipedia	0	5	0	1
anytying	anything	0.95	1	wikipedia	2	12	0	1
anyhwere	anywhere	0.9708333333333333	2	wikipedia	0	18	0	1
appart	apart	0.9555555555555556	1	wikipedia	2	32	0	1
appartment	apartment	0.9733333333333334	1	wikipedia	0	8	0	1
appartments	apartments	0.9757575757575758	1	wikipedia	0	12	0	1
apolegetics	apologetics	0.9436363636363637	1	wikipedia	-1	24	-1	1
appologies	apologies	0.9733333333333334	1	wikipedia	0	6	0	1
appology	apology	0.9666666666666667	1	wikipedia	0	6	0	1
appealling	appalling	0.9766666666666667	1	wikipedia	3	4	1	2
aparent	apparent	0.9666666666666667	1	wikipedia	0	12	0	2
apparant	apparent	0.95	1	wikipedia	0	19	0	1
appealling	appealing	0.98	1	wikipedia	2	4	0	2
appearence	appearance	0.9377777777777778	1	wikipedia	0	6	0	1
appearences	appearances	0.9436363636363637	1	wikipedia	0	9	0	1
aplication	application	0.9757575757575758	1	wikipedia	0	11	0	1
apprieciate	appreciate	0.9618181818181818	1	wikipedia	0	5	0	1
approachs	approaches	0.98	1	wikipedia	1	3	0	2
appropiate	appropriate	0.9818181818181818	1	wikipedia	0	3	0	1
approximitely	approximately	0.9692307692307692	1	wikipedia	0	4	0	1
aproximately	approximately	0.9794871794871796	1	wikipedia	0	5	0	1
apon	apron	0.9466666666666665	1	wikipedia	0	8	0	5
arbitarily	arbitrarily	0.9618181818181818	1	wikipedia	0	12	0	1
arbitary	arbitrary	0.9527777777777777	1	wikipedia	0	10	0	1
archeaologist	archaeologist	0.9846153846153847	2	wikipedia	0	4	0	1
archeaologists	archaeologists	0.9857142857142858	2	wikipedia	0	24	0	1
archaoelogy	archaeology	0.9818181818181818	2	wikipedia	0	11	0	1
archaology	archaeology	0.9818181818181818	1	wikipedia	0	14	0	1
archeaologist	archeologist	0.9846153846153847	1	wikipedia	-1	4	-1	1
archeaologists	archeologists	0.9857142857142858	1	wikipedia	-1	24	-1	1
archaoelogy	archeology	0.9618181818181818	2	wikipedia	-1	11	-1	1
archaology	archeology	0.96	1	wikipedia	-1	14	-1	1
archtype	archetype	0.9277777777777778	1	wikipedia	2	6	0	1
archtypes	archetypes	0.9355555555555555	1	wikipedia	2	8	0	1
archetect	architect	0.9305555555555555	1	wikipedia	0	14	0	1
archetects	architects	0.9377777777777778	1	wikipedia	0	10	0	1
archetectural	architectural	0.9525641025641025	1	wikipedia	0	5	0	1
archetecturally	architecturally	0.959047619047619	1	wikipedia	0	5	0	1
archetecture	architecture	0.9121212121212121	1	wikipedia	0	4	0	1
achive	archive	0.9571428571428572	1	wikipedia	2	15	0	4
achived	archived	0.9625	1	wikipedia	2	4	0	2
amature	armature	0.9625	1	wikipedia	1	10	0	2
arangement	arrangement	0.9757575757575758	1	wikipedia	0	6	0	1
erested	arrested	0.8134920634920636	2	wikipedia	6	10	-1	4
artical	article	0.9428571428571428	2	wikipedia	0	22	0	15
articel	article	0.9714285714285714	2	wikipedia	0	25	0	1
artifical	artificial	0.98	1	wikipedia	0	6	0	1
artifically	artificially	0.9833333333333333	1	wikipedia	0	6	0	1
artillary	artillery	0.9555555555555556	1	wikipedia	0	15	0	1
accension	ascension	0.9333333333333333	1	wikipedia	1	3	1	2
asetic	ascetic	0.9619047619047619	1	wikipedia	1	10	1	3
spects	aspects	0.9523809523809524	1	wikipedia	3	28	1	4
assasin	assassin	0.975	1	wikipedia	0	21	0	1
assasinate	assassinate	0.9818181818181818	1	wikipedia	0	3	0	1
assasinated	assassinated	0.9833333333333333	1	wikipedia	0	3	0	1
assasinates	assassinates	0.9287878787878787	1	wikipedia	1	3	0	1
assasination	assassination	0.9846153846153847	1	wikipedia	0	5	0	1
assasinations	assassinations	0.9857142857142858	1	wikipedia	0	5	0	1
assasins	assassins	0.9527777777777777	1	wikipedia	1	20	0	1
assemple	assemble	0.95	1	wikipedia	0	8	0	1
assitant	assistant	0.9777777777777777	1	wikipedia	0	12	0	1
asociated	associated	0.9733333333333334	1	wikipedia	0	8	0	1
asteriod	asteroid	0.975	2	wikipedia	0	6	0	1
assymetric	asymmetric	0.9466666666666665	2	wikipedia	0	5	0	1
atheistical	atheistic	0.9636363636363636	2	wikipedia	0	6	0	1
attaindre	attainder	0.9777777777777777	2	wikipedia	0	8	0	1
attaindre	attained	0.9527777777777777	3	wikipedia	1	8	-1	1
attemt	attempt	0.9714285714285714	1	wikipedia	0	29	0	2
attemted	attempted	0.9777777777777777	1	wikipedia	0	4	0	2
attemting	attempting	0.98	1	wikipedia	0	4	0	2
attemts	attempts	0.975	1	wikipedia	0	5	0	2
attendence	attendance	0.9377777777777778	1	wikipedia	0	8	0	1
attendent	attendant	0.9555555555555556	1	wikipedia	0	6	0	1
attendents	attendants	0.96	1	wikipedia	0	13	0	1
attitide	attitude	0.95	1	wikipedia	0	8	0	1
atribute	attribute	0.9703703703703703	1	wikipedia	0	5	0	2
atributes	attributes	0.914074074074074	1	wikipedia	3	5	1	2
audeince	audience	0.9708333333333333	2	wikipedia	0	11	0	1
autor	author	0.9611111111111111	1	wikipedia	0	47	0	5
authobiographic	autobiographic	0.9844444444444445	1	wikipedia	0	8	0	1
authobiography	autobiography	0.9833333333333334	1	wikipedia	0	4	0	1
auxilliary	auxiliary	0.98	1	wikipedia	0	5	0	1
avalable	available	0.9740740740740741	1	wikipedia	0	9	0	1
avaliable	available	0.9740740740740741	2	wikipedia	0	7	0	1
averageed	averaged	0.9777777777777777	1	wikipedia	2	15	0	1
avation	aviation	0.9285714285714286	1	wikipedia	0	14	0	2
awya	away	0.9333333333333333	2	wikipedia	2	36	0	1
ackward	awkward	0.8642857142857143	1	wikipedia	2	6	1	2
bakc	back	0.9333333333333333	2	wikipedia	0	3	0	2
bcak	back	0.9249999999999999	2	wikipedia	0	41	0	2
ackward	backward	0.9583333333333334	1	wikipedia	0	6	0	2
bandwith	bandwidth	0.9777777777777777	1	wikipedia	2	9	0	1
bankrupcy	bankruptcy	0.98	1	wikipedia	0	4	0	1
barbeque	barbecue	0.95	1	wikipedia	0	16	0	1
basicaly	basically	0.9777777777777777	1	wikipedia	0	36	0	1
basicly	basically	0.9555555555555556	2	wikipedia	0	20	0	8
beatiful	beautiful	0.9157407407407407	1	wikipedia	1	9	0	1
beautyfull	beautiful	0.9377777777777778	2	wikipedia	3	33	1	2
becamae	became	0.9714285714285714	1	wikipedia	0	13	0	1
beacuse	because	0.9619047619047619	2	wikipedia	0	47	0	1
becasue	because	0.9714285714285714	2	wikipedia	0	43	0	1
becouse	because	0.9333333333333333	1	wikipedia	0	51	0	1
becuase	because	0.9666666666666667	2	wikipedia	0	66	0	1
becomming	becoming	0.9777777777777777	1	wikipedia	0	16	0	1
befoer	before	0.9666666666666667	2	wikipedia	0	23	0	1
beggin	begging	0.9714285714285714	1	wikipedia	0	12	0	2
beggin	begin	0.9611111111111111	1	wikipedia	3	12	1	2
begginer	beginner	0.9416666666666667	2	wikipedia	0	15	0	9
begginers	beginners	0.9481481481481482	2	wikipedia	0	14	0	5
beggining	beginning	0.9189814814814814	2	wikipedia	1	22	1	6
begining	beginning	0.9527777777777777	1	wikipedia	0	44	0	1
beginnig	beginning	0.9777777777777777	1	wikipedia	0	22	0	1
begginings	beginnings	0.9274074074074075	2	wikipedia	0	16	0	1
behavour	behavior	0.95	2	wikipedia	0	12	-1	1
behavour	behaviour	0.9777777777777777	1	wikipedia	-1	12	0	1
beleif	belief	0.9611111111111111	2	wikipedia	0	17	0	1
belives	beliefs	0.9428571428571428	2	wikipedia	4	25	-1	3
beleive	believe	0.9666666666666667	2	wikipedia	0	16	0	1
beleived	believed	0.9708333333333333	2	wikipedia	0	16	0	1
beleives	believes	0.9708333333333333	2	wikipedia	0	9	0	1
belives	believes	0.9464285714285714	1	wikipedia	3	25	1	3
beleiving	believing	0.9740740740740741	2	wikipedia	0	24	0	1
benificial	beneficial	0.9014814814814816	1	wikipedia	0	4	0	1
beneficary	beneficiary	0.9818181818181818	1	wikipedia	0	14	0	1
benifit	benefit	0.8944444444444445	1	wikipedia	0	10	0	1
benifits	benefits	0.9083333333333333	1	wikipedia	1	9	0	1
beseige	besiege	0.9666666666666667	2	wikipedia	0	11	0	1
beseiged	besieged	0.9708333333333333	2	wikipedia	0	10	0	1
beseiging	besieging	0.9740740740740741	2	wikipedia	0	15	0	1
beastiality	bestiality	0.9224242424242424	1	wikipedia	0	4	0	1
vetween	between	0.9047619047619048	1	wikipedia	2	16	0	1
bilateraly	bilaterally	0.9818181818181818	1	wikipedia	0	2	0	2
binominal	binomial	0.9777777777777777	1	wikipedia	0	9	0	1
blaim	blame	0.9066666666666667	2	wikipedia	2	33	-1	1
blaimed	blamed	0.9666666666666667	1	wikipedia	2	26	0	2
blessure	blessing	0.85	3	wikipedia	5	11	-1	3
boaut	boat	0.9533333333333333	1	wikipedia	0	16	0	4
bondary	boundary	0.9666666666666667	1	wikipedia	0	13	0	1
boundry	boundary	0.975	1	wikipedia	0	20	0	2
baout	bout	0.94	1	wikipedia	0	29	0	2
boaut	bout	0.9466666666666665	1	wikipedia	1	16	1	4
breakthough	breakthrough	0.9833333333333333	1	wikipedia	2	13	0	1
briliant	brilliant	0.9777777777777777	1	wikipedia	0	10	0	1
broady	broadly	0.9714285714285714	1	wikipedia	0	12	0	4
buffalos	buffaloes	0.9777777777777777	1	wikipedia	1	5	0	2
buffaloes	buffalos	0.9777777777777777	1	wikipedia	-1	12	-1	1
beaurocracy	bureaucracy	0.8854545454545454	4	wikipedia	0	9	-1	1
buring	burin	0.9666666666666667	1	wikipedia	-1	22	-1	12
buring	burning	0.9277777777777778	1	wikipedia	6	22	4	12
buring	burying	0.9666666666666667	1	wikipedia	1	22	0	12
buisness	business	0.9666666666666667	2	wikipedia	0	7	0	1
busineses	business	0.9777777777777777	1	wikipedia	0	5	0	2
busness	business	0.9708333333333333	1	wikipedia	0	11	0	2
busineses	businesses	0.9577777777777777	1	wikipedia	1	5	1	2
casion	caisson	0.9174603174603175	2	wikipedia	3	18	-1	2
