correct_word	non_word	len	space_or_hyphen	levenshtein	real_word_error
Tuesday	Tuseday	7	False	2	False
Victorian	vitiorian	9	False	3	False
Wednesday	Wdendsdy	8	False	4	False
Wednesday	Wedensday	9	False	2	False
Wednesday	Wensday	7	False	2	False
Welsh	Wesh	4	False	1	False
X-rays	exrays	6	True	2	False
a	I	1	False	1	True
a	ah	2	False	1	True
a	an	2	False	1	True
a	and	3	False	2	True
a	are	3	False	2	True
a	as	2	False	1	True
a	the	3	False	3	True
a-quiver	aquiver	7	True	1	False
a bit	abit	4	True	1	False
a few	afew	4	True	1	False
a little	alitl	5	True	3	False
a little	alittle	7	True	1	False
a long	along	5	True	1	True
a look	alook	5	True	1	False
a lot	alot	4	True	1	False
a lot	alote	5	True	2	False
a lot	lot	3	True	2	True
a museum	amusum	6	True	2	False
abattoir	abbatoir	8	False	2	False
abhorrence	abhorence	9	False	1	False
ability	abbility	8	False	1	False
ability	abilaty	7	False	1	False
ability	abillity	8	False	1	False
ability	abilty	6	False	1	False
ability	ablity	6	False	1	False
able	aball	5	False	2	False
able	abel	4	False	2	False
able	abule	5	False	1	False
able	alb	3	False	2	True
able-bodied	able_bodied	11	True	1	False
about	a_belt	6	False	3	False
about	a_bot	5	False	2	False
about	a_bout	6	False	1	False
about	a_but	5	False	2	False
about	a_pelt	6	False	4	False
about	aboat	5	False	1	False
about	aboit	5	False	1	False
about	abont	5	False	1	False
about	aboo	4	False	2	False
about	abot	4	False	1	False
about	abote	5	False	2	False
about	abou	4	False	1	False
about	abought	7	False	2	False
about	abould	6	False	2	False
about	abound	6	False	2	True
about	abowt	5	False	1	False
about	abunt	5	False	2	False
about	abuot	5	False	2	False
about	ad	2	False	4	True
about	adeaut	6	False	3	False
about	adot	4	False	2	False
about	adout	5	False	1	False
about	arand	5	False	4	False
about	bout	4	False	1	True
about	of	2	False	4	True
about	out	3	False	2	True
about	to	2	False	4	True
about	urbote	6	False	4	False
above	a	1	False	4	True
above	a_barth	7	False	5	False
above	a_beyied	8	False	5	False
above	a_bof	5	False	3	False
above	a_bother	8	False	4	False
above	a_bueve	7	False	3	False
above	a_buth	6	False	4	False
above	a_buve	6	False	2	False
above	abaeth	6	False	4	False
above	abahe	5	False	2	False
above	aboat	5	False	2	False
above	aboer	5	False	2	False
above	abofe	5	False	1	False
above	abost	5	False	2	False
above	abou	4	False	2	False
above	about	5	False	2	True
above	abouth	6	False	3	False
above	abouve	6	False	1	False
above	abowe	5	False	1	False
above	abuf	4	False	3	False
above	abuov	5	False	2	False
above	abuve	5	False	1	False
above	abve	4	False	1	False
above	adove	5	False	1	False
above	aduv	4	False	3	False
above	alowe	5	False	2	False
above	aovere	6	False	3	False
above	apuve	5	False	2	False
above	bealove	7	False	3	False
above	beneath	7	False	6	True
above	buft	4	False	4	False
above	dong	4	False	4	True
above	obove	5	False	1	False
above	ubove	5	False	1	False
above	unbove	6	False	2	False
above	uove	4	False	2	False
above	upbudh	6	False	5	False
above	upbuve	6	False	3	False
above	urborth	7	False	5	False
abroad	a_broad	7	False	1	False
abroad	abraod	6	False	2	False
abroad	abrod	5	False	1	False
absence	absense	7	False	1	False
absence	absents	7	False	2	True
absent	apsent	6	False	1	False
absolutely	absolutley	10	False	2	False
absolutely	absolutly	9	False	1	False
absolutely	apselutely	10	False	2	False
absorbed	abo	3	False	5	False
absorbent	absorbant	9	False	1	False
absorption	absorbtion	10	False	1	False
abstract	abse	4	False	5	False
absurd	Asurb	5	False	3	False
absurd	abeserbed	9	False	4	False
absurd	abscered	8	False	3	False
absurd	abserb	6	False	2	False
absurd	abserbd	7	False	2	False
absurd	abserbed	8	False	3	False
absurd	abserd	6	False	1	False
absurd	abserded	8	False	3	False
absurd	absered	7	False	2	False
absurd	abserid	7	False	2	False
absurd	abserred	8	False	3	False
absurd	abserve	7	False	3	False
absurd	abserved	8	False	3	False
absurd	abseved	7	False	3	False
absurd	absevered	9	False	4	False
absurd	absorb	6	False	2	True
absurd	absorbd	7	False	2	False
absurd	absorbed	8	False	3	True
absurd	absord	6	False	1	False
absurd	absored	7	False	2	False
absurd	absred	6	False	2	False
absurd	absurb	6	False	1	False
absurd	absurbe	7	False	2	False
absurd	absurbed	8	False	2	False
absurd	absurded	8	False	2	False
absurd	absured	7	False	1	False
absurd	absurred	8	False	2	False
absurd	aburd	5	False	1	False
absurd	aburve	6	False	3	False
absurd	adsurbed	8	False	3	False
absurd	apserved	8	False	4	False
absurd	apubed	6	False	4	False
absurd	obsurd	6	False	1	False
absurd	obsured	7	False	2	False
abundance	abundence	9	False	1	False
abundant	abundent	8	False	1	False
abuse	abouse	6	False	1	False
academic	accademic	9	False	1	False
academic	acedemic	8	False	1	False
academically	academicly	10	False	2	False
academically	accademically	13	False	1	False
accede	acceed	6	False	2	False
accelerate	acellerate	10	False	2	False
accents	achsends	8	False	3	False
accept	acept	5	False	1	False
accept	axcept	6	False	1	False
accept	except	6	False	2	True
acceptable	Acceptable	10	False	1	False
acceptable	accepball	9	False	3	False
acceptable	acceptably	10	False	1	True
acceptable	acceptiable	11	False	1	False
acceptable	acceptible	10	False	1	False
acceptable	aceptable	9	False	1	False
acceptable	aceptible	9	False	2	False
acceptable	acetable	8	False	2	False
acceptable	ackceptable	11	False	1	False
acceptable	ackeptable	10	False	1	False
acceptable	acksecetable	12	False	4	False
acceptable	ackseptable	11	False	2	False
acceptable	acseptable	10	False	1	False
acceptable	actable	7	False	3	False
acceptable	actceptable	11	False	1	False
acceptable	actseptable	11	False	2	False
acceptable	actsepterable	13	False	4	False
acceptable	asseptable	10	False	2	False
acceptable	axceptable	10	False	1	False
acceptable	axceptiable	11	False	2	False
acceptable	axeptable	9	False	2	False
acceptable	ecceptable	10	False	1	False
acceptable	exactible	9	False	6	False
acceptable	exceptable	10	False	2	False
acceptable	excepteable	11	False	3	False
acceptable	exceptial	9	False	5	False
acceptable	exceptible	10	False	3	False
acceptable	exsaptible	10	False	5	False
acceptable	exseptable	10	False	3	False
acceptable	exsestible	10	False	5	False
acceptable	exzeptable	10	False	3	False
acceptance	acceptence	10	False	1	False
accepted	acepted	7	False	1	False
accepted	excepted	8	False	2	True
accepted	execpted	8	False	4	False
access	acess	5	False	1	False
accessibility	accessability	13	False	1	False
accessible	accesible	9	False	1	False
accessible	accessable	10	False	1	False
accessing	accesing	8	False	1	False
accession	accesion	8	False	1	False
accident	a_canet	7	False	4	False
accident	acadent	7	False	2	False
accident	acats	5	False	6	False
accident	accdient	8	False	2	False
accident	accedent	8	False	1	False
accident	accend	6	False	3	False
accident	accicent	8	False	1	False
accident	acciendent	10	False	2	False
accident	accierdent	10	False	2	False
accident	accsident	9	False	1	False
accident	accxident	9	False	1	False
accident	acddent	7	False	2	False
accident	acdend	6	False	3	False
accident	acdent	6	False	2	False
accident	acedcedt	8	False	4	False
accident	acedent	7	False	2	False
accident	aciadent	8	False	2	False
accident	aciddent	8	False	2	False
accident	acident	7	False	1	False
accident	aciedent	8	False	2	False
accident	acist	5	False	4	False
accident	acs	3	False	6	False
accident	acsdent	7	False	2	False
accident	acsedent	8	False	2	False
accident	acsident	8	False	1	False
accident	addinent	8	False	3	False
accident	advainet	8	False	5	False
accident	afanat	6	False	6	False
accident	agisted	7	False	6	False
accident	akcdent	7	False	2	False
accident	aken	4	False	5	False
accident	ancident	8	False	1	False
accident	and	3	False	6	True
accident	andandn	7	False	6	False
accident	andet	5	False	4	False
accident	andexns	7	False	5	False
accident	andient	7	False	3	False
accident	andint	6	False	4	False
accident	andires	7	False	5	False
accident	anitharent	10	False	6	False
accident	anteght	7	False	6	False
accident	asabed	6	False	6	False
accident	asadun	6	False	5	False
accident	ascended	8	False	5	True
accident	asde	4	False	5	False
accident	asden	5	False	4	False
accident	asdent	6	False	3	False
accident	ased	4	False	6	False
accident	asedend	7	False	4	False
accident	aserdent	8	False	3	False
accident	asident	7	False	2	False
accident	askedent	8	False	3	False
accident	askendent	9	False	4	False
accident	asterdet	8	False	5	False
accident	ataren	6	False	5	False
accident	axcident	8	False	1	False
accident	axed	4	False	6	True
accident	axedent	7	False	3	False
accident	axedents	8	False	4	False
accident	axedet	6	False	4	False
accident	axerdent	8	False	3	False
accident	axident	7	False	2	False
accident	axidint	7	False	3	False
accident	axs	3	False	7	False
accident	axseadent	9	False	4	False
accident	castan	6	False	6	False
accident	esadend	7	False	5	False
accident	exded	5	False	6	False
accident	exedelt	7	False	5	False
accident	exedent	7	False	4	False
accident	exiedent	8	False	4	False
accident	harcent	7	False	4	False
accident	sedent	6	False	4	False
accident	xedet	5	False	5	False
accidentally	accidently	10	False	2	False
accommodate	accmodate	9	False	2	False
accommodate	accodate	8	False	3	False
accommodate	accomadate	10	False	2	False
accommodate	accomadite	10	False	3	False
accommodate	accomdate	9	False	2	False
accommodate	accomidate	10	False	2	False
accommodate	accommadate	11	False	1	False
accommodate	accommdate	10	False	1	False
accommodate	accommedate	11	False	1	False
accommodate	accommidate	11	False	1	False
accommodate	accommodation	13	False	3	True
accommodate	accommondate	12	False	1	False
accommodate	accomnadate	11	False	2	False
accommodate	accomnodate	11	False	1	False
accommodate	accomodat	9	False	2	False
accommodate	accomodate	10	False	1	False
accommodate	accomodaty	10	False	2	False
accommodate	accomode	8	False	3	False
accommodate	accomodiate	11	False	2	False
accommodate	accomondate	11	False	2	False
accommodate	accondate	9	False	3	False
accommodate	acomadate	9	False	3	False
accommodate	acomidate	9	False	3	False
accommodate	acommodate	10	False	1	False
accommodate	acommodiate	11	False	2	False
accommodate	acomodate	9	False	2	False
accommodate	aconadate	9	False	4	False
accommodate	acromodate	10	False	2	False
accommodate	eccommodate	11	False	1	False
accommodation	accamadation	12	False	3	False
accommodation	accamation	10	False	4	False
accommodation	accomadation	12	False	2	False
accommodation	accomdation	11	False	2	False
accommodation	accomdition	11	False	3	False
accommodation	accomedation	12	False	2	False
accommodation	accomidation	12	False	2	False
accommodation	accommadation	13	False	1	False
accommodation	accommadition	13	False	2	False
accommodation	accommidation	13	False	1	False
accommodation	accommodiation	14	False	1	False
accommodation	accommtation	12	False	2	False
accommodation	accomodation	12	False	1	False
accommodation	accondutelion	13	False	6	False
accommodation	acomadation	11	False	3	False
accommodation	acomedation	11	False	3	False
accommodation	acomidation	11	False	3	False
accommodation	acommadition	12	False	3	False
accommodation	acommodation	12	False	1	False
accommodation	acomodation	11	False	2	False
accommodation	addcomadiation	14	False	5	False
accommodation	comadation	10	False	4	False
accommodation	ecomodation	11	False	3	False
accommodations	accomodations	13	False	1	False
accompanied	acompanied	10	False	1	False
accompaniment	accompanimen	12	False	1	False
accompany	acompany	8	False	1	False
accompanying	accampaninesing	15	False	5	False
accompanying	accmpaning	10	False	2	False
accompanying	accominating	12	False	4	False
accompanying	accommampaning	14	False	4	False
accompanying	accompagnying	13	False	1	False
accompanying	accompaining	12	False	2	False
accompanying	accompanied	11	False	3	True
accompanying	accompaning	11	False	1	False
accompanying	accompanining	13	False	2	False
accompanying	accompanning	12	False	1	False
accompanying	accompany	9	False	3	True
accompanying	accompaying	11	False	1	False
accompanying	accompenied	11	False	4	False
accompanying	accompening	11	False	2	False
accompanying	accompied	9	False	5	False
accompanying	accomping	9	False	3	False
accompanying	accompining	11	False	2	False
accompanying	accompning	10	False	2	False
accompanying	accompnying	11	False	1	False
accompanying	accomponing	11	False	2	False
accompanying	accomponying	12	False	1	False
accompanying	accompy	7	False	5	False
accompanying	accompying	10	False	2	False
accompanying	accompyning	11	False	2	False
accompanying	acconpaning	11	False	2	False
accompanying	acconpenying	12	False	2	False
accompanying	accopaning	10	False	2	False
accompanying	accumpanying	12	False	1	False
accompanying	accumptaining	13	False	4	False
accompanying	acommpanying	12	False	2	False
accompanying	acompamion	10	False	5	False
accompanying	acompanied	10	False	4	False
accompanying	acompaning	10	False	2	False
accompanying	acompanning	11	False	2	False
accompanying	acompanying	11	False	1	False
accompanying	acompning	9	False	3	False
accompanying	acumaning	9	False	4	False
accompanying	companying	10	False	2	False
accompanying	occompanying	12	False	1	False
accomplice	acomplice	9	False	1	False
accomplish	acomplish	9	False	1	False
accomplished	acalern	7	False	9	False
accomplished	acaulle	7	False	8	False
accomplished	accamplish	10	False	3	False
accomplished	accaplished	11	False	2	False
accomplished	accomhed	8	False	4	False
accomplished	accomplish	10	False	2	True
accomplished	aclimplised	11	False	3	False
accomplished	aclomplished	12	False	1	False
accomplished	aco	3	False	9	False
accomplished	acolpleshed	11	False	3	False
accomplished	acolplished	11	False	2	False
accomplished	acombished	10	False	3	False
accomplished	acompilsh	9	False	5	False
accomplished	acomplised	10	False	2	False
accomplished	acomplished	11	False	1	False
accomplished	acomplisht	10	False	3	False
accomplished	acomplshed	10	False	2	False
accomplished	aconase	7	False	7	False
accomplished	aconplised	10	False	3	False
accomplished	aconplish	9	False	4	False
accomplished	acoplished	10	False	2	False
accomplished	acoumpish	9	False	5	False
accomplished	acumlished	10	False	3	False
accomplished	acuplished	10	False	3	False
accomplished	apcomplished	12	False	1	False
accomplished	comdash	7	False	7	False
accordance	acaurtens	9	False	6	False
accordance	accordars	9	False	3	False
accordance	accordence	10	False	1	False
accordance	accordences	11	False	2	False
accordance	accordense	10	False	2	False
accordance	accordince	10	False	1	False
accordance	accrdanse	9	False	2	False
accordance	acdone	6	False	5	False
accordance	acoadens	8	False	5	False
accordance	acoradance	10	False	2	False
accordance	acordance	9	False	1	False
accordance	acordence	9	False	2	False
accordance	acordenin	9	False	4	False
accordance	acordens	8	False	4	False
accordance	acordense	9	False	3	False
accordance	acordenst	9	False	4	False
accordance	acordise	8	False	4	False
accordance	acordounse	10	False	4	False
accordance	acorduse	8	False	4	False
accordance	acorrdance	10	False	2	False
accordance	acorrdens	9	False	5	False
accordance	acourdance	10	False	2	False
accordance	adcordence	10	False	2	False
accordance	arcordance	10	False	1	False
accordance	arroduce	8	False	5	False
accordance	condar	6	False	6	False
according	acording	8	False	1	False
accordingly	acordingly	10	False	1	False
accordingly	o	1	False	10	True
accordion	acordian	8	False	2	False
account	acount	6	False	1	False
accounts	acounts	7	False	1	False
accrued	accewed	7	False	2	False
accrued	accrewed	8	False	2	False
accrued	accrode	7	False	3	False
accrued	accrood	7	False	2	False
accrued	accrored	8	False	2	False
accrued	accroud	7	False	2	False
accrued	accroued	8	False	1	False
accrued	accroved	8	False	2	False
accrued	accrowved	9	False	3	False
accrued	accrud	6	False	1	False
accrued	accrude	7	False	2	False
accrued	accruded	8	False	1	False
accrued	accrue	6	False	1	True
accrued	accrueded	9	False	2	False
accrued	accruell	8	False	2	False
accrued	accruid	7	False	1	False
accrued	accruide	8	False	2	False
accrued	accrured	8	False	1	False
accrued	accrute	7	False	2	False
accrued	accruved	8	False	1	False
accrued	acctrade	8	False	4	False
accrued	accud	5	False	2	False
accrued	accude	6	False	3	False
accrued	accurate	8	False	4	True
accrued	accurde	7	False	3	False
accrued	accured	7	False	2	False
accrued	accurred	8	False	2	False
accrued	accurve	7	False	3	False
accrued	accused	7	False	2	True
accrued	achrue	6	False	2	False
accrued	ackcrewd	8	False	3	False
accrued	ackcrude	8	False	3	False
accrued	ackrewed	8	False	3	False
accrued	ackrude	7	False	3	False
accrued	ackruid	7	False	2	False
accrued	acording	8	False	5	False
accrued	acqured	7	False	3	False
accrued	acrauge	7	False	4	False
accrued	acrawed	7	False	3	False
accrued	acreud	6	False	3	False
accrued	acreued	7	False	2	False
accrued	acrewd	6	False	3	False
accrued	acrewed	7	False	3	False
accrued	acrewved	8	False	4	False
accrued	acrood	6	False	3	False
accrued	acroude	7	False	4	False
accrued	acroved	7	False	3	False
accrued	acrrued	7	False	1	False
accrued	acrud	5	False	2	False
accrued	acrude	6	False	3	False
accrued	acrued	6	False	1	False
accrued	acruied	7	False	2	False
accrued	acrute	6	False	3	False
accrued	acude	5	False	4	False
accrued	acurd	5	False	3	False
accrued	akcrewed	8	False	3	False
accrued	approve	7	False	5	True
accrued	approved	8	False	4	True
accrued	aprove	6	False	5	False
accrued	aquse	5	False	5	False
accrued	aturely	7	False	5	False
accrued	crude	5	False	4	True
accrued	curude	6	False	4	False
accumulated	acumulated	10	False	1	False
accurate	acurate	7	False	1	False
accurately	accruately	10	False	2	False
accustom	acustom	7	False	1	False
accustomed	accomused	9	False	5	False
accustomed	accostamned	11	False	3	False
accustomed	accostemed	10	False	2	False
accustomed	accostioum	10	False	5	False
accustomed	accostmed	9	False	2	False
accustomed	accostom	8	False	3	False
accustomed	accostomed	10	False	1	False
accustomed	accostumed	10	False	2	False
accustomed	accostuned	10	False	3	False
accustomed	accoustomed	11	False	1	False
accustomed	accumotoned	11	False	3	False
accustomed	accumstomed	11	False	1	False
accustomed	accusstomed	11	False	1	False
accustomed	accustinend	11	False	3	False
accustomed	accustiomed	11	False	1	False
accustomed	accustom	8	False	2	True
accustomed	accustome	9	False	1	False
accustomed	accustomend	11	False	1	False
accustomed	accustomened	12	False	2	False
accustomed	accustommed	11	False	1	False
accustomed	accustomned	11	False	1	False
accustomed	accustoned	10	False	1	False
accustomed	accustumed	10	False	1	False
accustomed	accutomed	9	False	1	False
accustomed	acescintion	11	False	8	False
accustomed	acomton	7	False	6	False
accustomed	acostom	7	False	4	False
accustomed	acostomed	9	False	2	False
accustomed	acostum	7	False	5	False
accustomed	acostumed	9	False	3	False
accustomed	acusstomed	10	False	2	False
accustomed	acustem	7	False	4	False
accustomed	acustemed	9	False	2	False
accustomed	acustimend	10	False	3	False
accustomed	acustom	7	False	3	False
accustomed	acustome	8	False	2	False
accustomed	acustomed	9	False	1	False
accustomed	acustomend	10	False	2	False
accustomed	acustumed	9	False	2	False
accustomed	ascostomend	11	False	3	False
accustomed	ascumend	8	False	5	False
accustomed	ascustomed	10	False	1	False
accustomed	ocustommed	10	False	3	False
accustomed	uccustumed	10	False	2	False
accustomed	uscostumed	10	False	4	False
ache	acke	4	False	1	False
ache	ake	3	False	2	False
achieve	acheive	7	False	2	False
achieve	acheve	6	False	1	False
achieve	achi	4	False	3	False
achieved	accheived	9	False	3	False
achieved	acheived	8	False	2	False
achieved	acieved	7	False	1	False
achievement	achei	5	False	7	False
achievement	acheivement	11	False	2	False
aching	acheing	7	False	1	False
acknowledge	acknoledge	10	False	1	False
acknowledgement	accknoldge	10	False	7	False
acknowledgement	accknowledgement	16	False	1	False
acknowledgement	accknowledgment	15	False	2	False
acknowledgement	accknowlegment	14	False	3	False
acknowledgement	accoldment	10	False	6	False
acknowledgement	accolegement	12	False	4	False
acknowledgement	accomnoltion	12	False	11	False
acknowledgement	aceknowledgement	16	False	1	False
acknowledgement	acknoldge	9	False	6	False
acknowledgement	acknoledgement	14	False	1	False
acknowledgement	acknoledgment	13	False	2	False
acknowledgement	acknoledgmet	12	False	3	False
acknowledgement	acknolegment	12	False	3	False
acknowledgement	acknowayment	12	False	5	False
acknowledgement	acknowedgement	14	False	1	False
acknowledgement	acknowedgment	13	False	2	False
acknowledgement	acknowelgement	14	False	2	False
acknowledgement	acknowldment	12	False	3	False
acknowledgement	acknowledement	14	False	1	False
acknowledgement	acknowledge	11	False	4	True
acknowledgement	acknowledging	13	False	4	True
acknowledgement	acknowledgment	14	False	1	True
acknowledgement	acknowledment	13	False	2	False
acknowledgement	acknowlegdement	15	False	2	False
acknowledgement	acknowlegement	14	False	1	False
acknowledgement	acknowlegment	13	False	2	False
acknowledgement	acknowlment	11	False	4	False
acknowledgement	ackolejement	12	False	4	False
acknowledgement	ackouledge	10	False	6	False
acknowledgement	ackownledgement	15	False	2	False
acknowledgement	acnoldgement	12	False	3	False
acknowledgement	acnoledgement	13	False	2	False
acknowledgement	acnolegment	11	False	4	False
acknowledgement	acnologement	12	False	4	False
acknowledgement	acnowledgment	13	False	2	False
acknowledgement	acquig	6	False	12	False
acknowledgement	actknowlegment	14	False	3	False
acknowledgement	agnowlegment	12	False	4	False
acknowledgement	aknowledgement	14	False	1	False
acknowledgement	aknowledgment	13	False	2	False
acknowledgement	aknowlege	9	False	6	False
acknowledgement	aqnowledgment	13	False	3	False
acknowledgement	ecknowledgement	15	False	1	False
acknowledgement	ecknowledgment	14	False	2	False
acknowledgement	exconolidiemet	14	False	7	False
acknowledgement	exnowledgment	13	False	4	False
acknowledgement	knowledgement	13	False	2	False
acknowledging	accknowledging	14	False	1	False
acknowledging	accnoledgin	11	False	3	False
acknowledging	accnolegde	10	False	6	False
acknowledging	acknodgling	11	False	4	False
acknowledging	acknoldeing	11	False	3	False
acknowledging	acknoldge	9	False	5	False
acknowledging	acknoledging	12	False	1	False
acknowledging	acknolgeing	11	False	4	False
acknowledging	acknolidge	10	False	5	False
acknowledging	acknolleging	12	False	2	False
acknowledging	acknologing	11	False	3	False
acknowledging	acknowedge	10	False	4	False
acknowledging	acknowedging	12	False	1	False
