correct_word	non_word	len	space_or_hyphen	levenshtein	real_word_error
aggrieved	agrieved	8	False	1	False
agree	agre	4	False	1	False
agreed	agred	5	False	1	False
agreeing	agreing	7	False	1	False
agreement	aggreement	10	False	1	False
agriculturist	agriculturalist	15	False	2	True
airborne	airbourne	9	False	1	False
airports	airporta	8	False	1	False
alcohol	alchohol	8	False	1	False
alcoholic	alcoholical	11	False	2	False
algebraic	algebraical	11	False	2	False
algorithm	algoritm	8	False	1	False
algorithms	algoritms	9	False	1	False
allege	alege	5	False	1	False
allege	alledge	7	False	1	False
alleged	aleged	6	False	1	False
alleged	alledged	8	False	1	False
alleges	alledges	8	False	1	False
allegiance	alegience	9	False	2	False
allegiance	allegience	10	False	1	False
alleviate	alliviate	9	False	1	False
allophone	allopone	8	False	1	False
allophones	allopones	9	False	1	False
allot	alot	4	False	1	False
allotted	alotted	7	False	1	False
allusion	alusion	7	False	1	False
almost	almsot	6	False	2	False
almost	alomst	6	False	2	False
already	alreayd	7	False	2	False
also	alsot	5	False	1	False
also	aslo	4	False	2	False
although	altho	5	False	3	False
although	althought	9	False	1	False
although	altough	7	False	1	False
always	alwasy	6	False	2	False
always	alwyas	6	False	2	False
amateur	amature	7	False	2	False
amend	ammend	6	False	1	False
amendment	admendment	10	False	1	False
amendment	amendmant	9	False	1	False
amendment	ammendment	10	False	1	False
among	amoung	6	False	1	False
anal	anual	5	False	1	False
analogous	analagous	9	False	1	False
analogous	analogeous	10	False	1	False
analytic	analitic	8	False	1	False
and	anbd	4	False	1	False
androgynous	androgenous	11	False	1	False
androgyny	androgeny	9	False	1	False
angina	agina	5	False	1	False
annihilation	anihilation	11	False	1	False
announced	anounced	8	False	1	False
annual	anual	5	False	1	False
annulled	annuled	7	False	1	False
anoint	annoint	7	False	1	False
anointed	annointed	9	False	1	False
anointing	annointing	10	False	1	False
anoints	annoints	8	False	1	False
anomalies	anomolies	9	False	1	False
anomalous	anomolous	9	False	1	False
anomaly	anomoly	7	False	1	False
anonymity	anonimity	9	False	1	False
anything	anytying	8	False	1	False
anywhere	anyhwere	8	False	2	False
apart	appart	6	False	1	False
apartment	appartment	10	False	1	False
apartments	appartments	11	False	1	False
apologetics	apolegetics	11	False	1	False
apologies	appologies	10	False	1	False
apology	appology	8	False	1	False
appalling	appealling	10	False	1	False
apparent	aparent	7	False	1	False
apparent	apparant	8	False	1	False
appealing	appealling	10	False	1	False
appearance	appearence	10	False	1	False
appearances	appearences	11	False	1	False
application	aplication	10	False	1	False
appreciate	apprieciate	11	False	1	False
approaches	approachs	9	False	1	False
appropriate	appropiate	10	False	1	False
approximately	approximitely	13	False	1	False
approximately	aproximately	12	False	1	False
apron	apon	4	False	1	False
arbitrarily	arbitarily	10	False	1	False
arbitrary	arbitary	8	False	1	False
archaeologist	archeaologist	13	False	2	False
archaeologists	archeaologists	14	False	2	False
archaeology	archaoelogy	11	False	2	False
archaeology	archaology	10	False	1	False
archeologist	archeaologist	13	False	1	False
archeologists	archeaologists	14	False	1	False
archeology	archaoelogy	11	False	2	False
archeology	archaology	10	False	1	False
archetype	archtype	8	False	1	False
archetypes	archtypes	9	False	1	False
architect	archetect	9	False	1	False
architects	archetects	10	False	1	False
architectural	archetectural	13	False	1	False
architecturally	archetecturally	15	False	1	False
architecture	archetecture	12	False	1	False
archive	achive	6	False	1	False
archived	achived	7	False	1	False
armature	amature	7	False	1	False
arrangement	arangement	10	False	1	False
arrested	erested	7	False	2	False
article	artical	7	False	2	False
article	articel	7	False	2	False
artificial	artifical	9	False	1	False
artificially	artifically	11	False	1	False
artillery	artillary	9	False	1	False
ascension	accension	9	False	1	False
ascetic	asetic	6	False	1	False
aspects	spects	6	False	1	False
assassin	assasin	7	False	1	False
assassinate	assasinate	10	False	1	False
assassinated	assasinated	11	False	1	False
assassinates	assasinates	11	False	1	False
assassination	assasination	12	False	1	False
assassinations	assasinations	13	False	1	False
assassins	assasins	8	False	1	False
assemble	assemple	8	False	1	False
assistant	assitant	8	False	1	False
associated	asociated	9	False	1	False
asteroid	asteriod	8	False	2	False
asymmetric	assymetric	10	False	2	False
atheistic	atheistical	11	False	2	False
attainder	attaindre	9	False	2	False
attained	attaindre	9	False	3	False
attempt	attemt	6	False	1	False
attempted	attemted	8	False	1	False
attempting	attemting	9	False	1	False
attempts	attemts	7	False	1	False
attendance	attendence	10	False	1	False
attendant	attendent	9	False	1	False
attendants	attendents	10	False	1	False
attitude	attitide	8	False	1	False
attribute	atribute	8	False	1	False
attributes	atributes	9	False	1	False
audience	audeince	8	False	2	False
author	autor	5	False	1	False
autobiographic	authobiographic	15	False	1	False
autobiography	authobiography	14	False	1	False
auxiliary	auxilliary	10	False	1	False
available	avalable	8	False	1	False
available	avaliable	9	False	2	False
averaged	averageed	9	False	1	False
aviation	avation	7	False	1	False
away	awya	4	False	2	False
awkward	ackward	7	False	1	False
back	bakc	4	False	2	False
back	bcak	4	False	2	False
backward	ackward	7	False	1	False
bandwidth	bandwith	8	False	1	False
bankruptcy	bankrupcy	9	False	1	False
barbecue	barbeque	8	False	1	False
basically	basicaly	8	False	1	False
basically	basicly	7	False	2	False
beautiful	beatiful	8	False	1	False
beautiful	beautyfull	10	False	2	False
became	becamae	7	False	1	False
because	beacuse	7	False	2	False
because	becasue	7	False	2	False
because	becouse	7	False	1	False
because	becuase	7	False	2	False
becoming	becomming	9	False	1	False
before	befoer	6	False	2	False
begging	beggin	6	False	1	False
begin	beggin	6	False	1	False
beginner	begginer	8	False	2	False
beginners	begginers	9	False	2	False
beginning	beggining	9	False	2	False
beginning	begining	8	False	1	False
beginning	beginnig	8	False	1	False
beginnings	begginings	10	False	2	False
behavior	behavour	8	False	2	False
behaviour	behavour	8	False	1	False
belief	beleif	6	False	2	False
beliefs	belives	7	False	2	False
believe	beleive	7	False	2	False
believed	beleived	8	False	2	False
believes	beleives	8	False	2	False
believes	belives	7	False	1	False
believing	beleiving	9	False	2	False
beneficial	benificial	10	False	1	False
beneficiary	beneficary	10	False	1	False
benefit	benifit	7	False	1	False
benefits	benifits	8	False	1	False
besiege	beseige	7	False	2	False
besieged	beseiged	8	False	2	False
besieging	beseiging	9	False	2	False
bestiality	beastiality	11	False	1	False
between	vetween	7	False	1	False
bilaterally	bilateraly	10	False	1	False
binomial	binominal	9	False	1	False
blame	blaim	5	False	2	False
blamed	blaimed	7	False	1	False
blessing	blessure	8	False	3	False
boat	boaut	5	False	1	False
boundary	bondary	7	False	1	False
boundary	boundry	7	False	1	False
bout	baout	5	False	1	False
bout	boaut	5	False	1	False
breakthrough	breakthough	11	False	1	False
brilliant	briliant	8	False	1	False
broadly	broady	6	False	1	False
buffaloes	buffalos	8	False	1	False
buffalos	buffaloes	9	False	1	True
bureaucracy	beaurocracy	11	False	4	False
burin	buring	6	False	1	False
burning	buring	6	False	1	False
burying	buring	6	False	1	False
business	buisness	8	False	2	False
business	busineses	9	False	1	False
business	busness	7	False	1	False
businesses	busineses	9	False	1	False
caisson	casion	6	False	2	False
calculate	caluclate	9	False	2	False
calculate	caluculate	10	False	1	False
calculate	calulate	8	False	1	False
calculated	caluclated	10	False	2	False
calculated	caluculated	11	False	1	False
calculated	calulated	9	False	1	False
calendar	calender	8	False	1	True
calligraphy	caligraphy	10	False	1	False
campaign	campain	7	False	1	False
campaigns	campains	8	False	1	False
can't	cant	4	False	1	True
candidate	candadate	9	False	1	False
canister	cannister	9	False	1	False
canisters	cannisters	10	False	1	False
canonical	cannonical	10	False	1	False
cant	cant	4	False	0	True
capability	caperbility	11	False	2	False
carcass	carcas	6	False	1	False
caring	careing	7	False	1	False
carnivorous	carniverous	11	False	1	False
cartilage	cartilege	9	False	1	False
cartilage	cartilidge	10	False	2	False
cartographer	carthographer	13	False	1	False
cartridge	cartrige	8	False	1	False
cassette	casette	7	False	1	False
cassowary	cassawory	9	False	2	False
cassowary	cassowarry	10	False	1	False
casualties	casulaties	10	False	2	False
casualties	causalities	11	False	3	True
casualty	casulaty	8	False	2	False
categories	catagories	10	False	1	False
category	catagory	8	False	1	False
caterpillar	catterpilar	11	False	2	False
caterpillars	catterpilars	12	False	2	False
catholic	cathlic	7	False	1	False
cemeteries	cemetaries	10	False	1	False
cemetery	cemetarey	9	False	2	False
cemetery	cemetary	8	False	1	False
censor	censur	6	False	1	False
censure	censur	6	False	1	False
censure	sensure	7	False	1	False
census	cencus	6	False	1	False
centuries	centruies	9	False	2	False
century	centruy	7	False	2	False
ceremonial	cerimonial	10	False	1	False
ceremonies	cerimonies	10	False	1	False
ceremonious	cerimonious	11	False	1	False
ceremony	cerimony	8	False	1	False
certain	ceratin	7	False	2	False
certainty	certainity	10	False	1	False
cervical	cervial	7	False	1	False
chairman	chariman	8	False	2	False
character	carachter	9	False	2	False
character	charachter	10	False	1	False
characteristics	charistics	10	False	5	False
characterized	charaterized	12	False	1	False
characters	charachters	11	False	1	False
charismatic	carismatic	10	False	1	False
chase	chasr	5	False	1	False
chaser	chasr	5	False	1	False
cheat	sheat	5	False	1	False
chemical	chemcial	8	False	2	False
chemically	chemcially	10	False	2	False
chemically	chemicaly	9	False	1	False
chemistry	chemestry	9	False	1	False
chief	cheif	5	False	2	False
childbirth	childbird	9	False	2	False
children's	childrens	9	False	1	False
chosen	choosen	7	False	1	False
church	curch	5	False	1	False
circuit	ciricuit	8	False	1	False
civilian	civillian	9	False	1	False
claims	claimes	7	False	1	False
clear	claer	5	False	2	False
clear	clera	5	False	2	False
clearance	cleareance	10	False	1	False
clearer	claerer	7	False	2	False
clearly	claerly	7	False	2	False
clinical	clincial	8	False	2	False
clinically	clinicaly	9	False	1	False
cloud	coudl	5	False	2	False
coast	caost	5	False	2	False
collateral	colateral	9	False	1	False
colleague	collegue	8	False	1	False
colleagues	collegues	9	False	1	False
collectible	collectable	11	False	1	False
colonies	collonies	9	False	1	False
colonnade	collonade	9	False	2	False
colony	collony	7	False	1	False
coloration	colouration	11	False	1	False
colossal	collosal	8	False	2	False
colouration	coloration	10	False	1	True
comeback	comback	7	False	1	False
coming	comming	7	False	1	False
commandeer	comander	8	False	2	False
commander	comander	8	False	1	False
commando	comando	7	False	1	False
commandos	comandos	8	False	1	False
commandos	commandoes	10	False	1	False
commemorated	commmemorated	13	False	1	False
commemorative	commemerative	13	False	1	False
commercial	commericial	11	False	1	False
commercially	commericially	13	False	1	False
commission	comision	8	False	2	False
commission	comission	9	False	1	False
commission	commision	9	False	1	False
commissioned	comisioned	10	False	2	False
commissioned	comissioned	11	False	1	False
commissioned	commisioned	11	False	1	False
commissioner	comisioner	10	False	2	False
commissioner	comissioner	11	False	1	False
commissioner	commisioner	11	False	1	False
commissioning	comisioning	11	False	2	False
commissioning	comissioning	12	False	1	False
commissioning	commisioning	12	False	1	False
commissions	comisions	9	False	2	False
commissions	comissions	10	False	1	False
commissions	commisions	10	False	1	False
committed	comited	7	False	2	False
committed	comitted	8	False	1	False
committed	commited	8	False	1	False
committee	comittee	8	False	1	False
committee	commitee	8	False	1	False
committee	committe	8	False	1	False
committing	comiting	8	False	2	False
committing	comitting	9	False	1	False
committing	commiting	9	False	1	False
commonly	commongly	9	False	1	False
communication	communciation	13	False	2	False
comparative	comparitive	11	False	1	False
comparison	comparision	11	False	1	False
compatibility	compatiblity	12	False	1	False
competence	competance	10	False	1	False
competent	competant	9	False	1	False
competent	compitent	9	False	1	False
competition	competion	9	False	2	False
competitive	competive	9	False	2	False
compiler	complier	8	False	2	False
completion	competion	9	False	1	False
comprehensive	comphrehensive	14	False	1	False
compromise	comprimise	10	False	1	False
concentrate	consentrate	11	False	1	False
concentrated	consentrated	12	False	1	False
concentrates	consentrates	12	False	1	False
concept	consept	7	False	1	False
concern	consern	7	False	1	False
concerned	conserned	9	False	1	False
concerning	conserning	10	False	1	False
condemned	condemmed	9	False	1	False
condition	condidtion	10	False	1	False
conditions	condidtions	11	False	1	False
confidential	confidental	11	False	1	False
confidentially	confidentally	13	False	1	False
conform	coform	6	False	1	False
congressional	congresional	12	False	1	False
conjecture	conjecutre	10	False	2	False
connived	conived	7	False	1	False
connotation	cannotation	11	False	1	False
connotations	cannotations	12	False	1	False
conqueror	conquerer	9	False	1	False
conquerors	conquerers	10	False	1	False
conscious	concious	8	False	1	False
consciously	conciously	10	False	1	False
consciousness	conciousness	12	False	1	False
consensus	concensus	9	False	1	False
consent	conscent	8	False	1	False
conservative	conservitive	12	False	1	False
consider	concider	8	False	1	False
consider	consdider	9	False	1	False
considered	concidered	10	False	1	False
considered	consdidered	11	False	1	False
considered	considerd	9	False	1	False
considers	conciders	9	False	1	False
consolidate	consolodate	11	False	1	False
consolidated	consolodated	12	False	1	False
consonant	consonent	9	False	1	False
consonants	consonents	10	False	1	False
consortium	consorcium	10	False	1	False
constant	constatn	8	False	2	False
constantly	constanly	9	False	1	False
constituencies	consituencies	13	False	1	False
constituency	consituency	11	False	1	False
constituent	constituant	11	False	1	False
constituents	constituants	12	False	1	False
constitution	consitution	11	False	1	False
constitution	constituion	11	False	1	False
constitution	costitution	11	False	1	False
constitutional	consitutional	13	False	1	False
constitutional	constituional	13	False	1	False
constraints	constaints	10	False	1	False
construction	constuction	11	False	1	False
consummate	consumate	9	False	1	False
consummated	consumated	10	False	1	False
contains	containes	9	False	1	False
contains	countains	9	False	1	False
contaminate	contaiminate	12	False	1	False
contemporaneous	contemporaneus	14	False	1	False
contemporaries	contamporaries	14	False	1	False
contemporary	contamporary	12	False	1	False
contemporary	contemporaneus	14	False	4	False
continuing	continueing	11	False	1	False
continuous	continous	9	False	1	False
continuously	continously	11	False	1	False
contributor	contributer	11	False	1	False
contributors	contributers	12	False	1	False
control	controll	8	False	1	False
controlled	controled	9	False	1	False
controlling	controling	10	False	1	False
controls	controlls	9	False	1	False
controversial	contravercial	13	False	2	False
controversial	controvercial	13	False	1	False
controversies	controveries	12	False	1	False
controversy	contraversy	11	False	1	False
controversy	controvercy	11	False	1	False
controversy	controvery	10	False	1	False
convenient	conveinent	10	False	2	False
convenient	convienient	11	False	1	False
conventional	convential	10	False	2	False
conversion	convertion	10	False	1	False
converted	coverted	8	False	1	False
converter	convertor	9	False	1	False
converters	convertors	10	False	1	False
conveyor	conveyer	8	False	1	False
cooperation	coorperation	12	False	1	False
coordination	coordiantion	12	False	2	False
copy	cpoy	4	False	2	False
copyright	copywrite	9	False	4	False
corporate	corparate	9	False	1	False
corporation	coorperation	12	False	2	False
correspond	corrispond	10	False	1	False
corresponded	corrisponded	12	False	1	False
correspondent	correspondant	13	False	1	False
correspondent	corrispondant	13	False	2	False
correspondents	correspondants	14	False	1	False
correspondents	corrispondants	14	False	2	False
corresponding	correponding	12	False	1	False
corresponding	correposding	12	False	2	False
corresponding	corrisponding	13	False	1	False
corresponds	corrisponds	11	False	1	False
corrosion	corosion	8	False	1	False
could	coudl	5	False	2	False
could	sould	5	False	1	False
councillor	councellor	10	False	1	False
councillors	councellors	11	False	1	False
counsellor	councellor	10	False	1	False
counsellors	councellors	11	False	1	False
counselor	councellor	10	False	2	False
counselors	councellors	11	False	2	False
countries	ocuntries	9	False	2	False
country	ocuntry	7	False	2	False
courier	coururier	9	False	2	False
couturier	coururier	9	False	1	False
covenant	convenant	9	False	1	False
covered	coverted	8	False	1	False
coveted	coverted	8	False	1	False
coy	cpoy	4	False	1	False
created	creaeted	8	False	1	False
criterion	critereon	9	False	1	False
criticise	critisize	9	False	2	False
criticised	critisized	10	False	2	False
criticises	critisizes	10	False	2	False
criticising	critising	9	False	2	False
criticising	critisizing	11	False	2	False
criticism	critisism	9	False	1	False
criticisms	critisisms	10	False	1	False
criticize	critisize	9	False	1	False
criticized	critisized	10	False	1	False
criticizes	critisizes	10	False	1	False
criticizing	critising	9	False	3	False
criticizing	critisizing	11	False	1	False
critics	criticists	10	False	3	False
crucifixion	crucifiction	12	False	2	False
cruises	crusies	7	False	2	False
culminating	culiminating	12	False	1	False
cumulative	cumulatative	12	False	2	False
currently	currenly	8	False	1	False
cyan	cxan	4	False	1	False
dahl	dael	4	False	1	False
daub	doub	4	False	1	False
de rigueur	de_rigeur	9	True	2	False
deal	dael	4	False	2	False
debatable	debateable	10	False	1	False
deceived	decieved	8	False	2	False
decidable	decideable	10	False	1	False
decide	deside	6	False	1	False
decidedly	decidely	8	False	1	False
deciduous	ecidious	8	False	2	False
decipher	decypher	8	False	1	False
deciphered	decyphered	10	False	1	False
decision	descision	9	False	1	False
decisions	descisions	10	False	1	False
decompose	decomposit	10	False	2	False
decomposed	decomposited	12	False	2	False
decomposes	decomposits	11	False	2	False
decomposing	decompositing	13	False	2	False
defiance	definance	9	False	1	False
define	deffine	7	False	1	False
defined	deffined	8	False	1	False
definite	definate	8	False	1	False
definite	definit	7	False	1	False
definitely	definately	10	False	1	False
definitely	definatly	9	False	2	False
definitely	definetly	9	False	2	False
definitely	definitly	9	False	1	False
deities	dieties	7	False	2	False
deity	diety	5	False	2	False
demeanor	damenor	7	False	2	False
demeanor	demenor	7	False	1	False
demeanour	damenor	7	False	3	False
demeanour	demenor	7	False	2	False
demographic	demographical	13	False	2	False
denigrating	denegrating	11	False	1	False
dependence	dependance	10	False	1	False
dependency	dependancy	10	False	1	False
dependent	dependant	9	False	1	True
derived	deriviated	10	False	3	False
derived	dirived	7	False	1	False
derogatory	derogitory	10	False	1	False
descendant	decendant	9	False	1	False
descendant	descendent	10	False	1	True
descendants	decendants	10	False	1	False
descendants	decendents	10	False	2	False
descendants	descendents	11	False	1	True
describe	decribe	7	False	1	False
describe	discribe	8	False	1	False
described	decribed	8	False	1	False
described	discribed	9	False	1	False
describes	decribes	8	False	1	False
describes	discribes	9	False	1	False
describing	decribing	9	False	1	False
describing	discribing	10	False	1	False
desiccated	dessicated	10	False	2	False
designed	desgined	8	False	2	False
designed	dessigned	9	False	1	False
desirable	desireable	10	False	1	False
despair	dispair	7	False	1	False
desperate	desparate	9	False	1	False
desperation	despiration	11	False	1	False
despicable	dispicable	10	False	1	False
despite	dispite	7	False	1	False
destroy	stroy	5	False	2	False
destructive	distructive	11	False	1	False
detached	detatched	9	False	1	False
detailed	detailled	9	False	1	False
determining	determinining	13	False	2	False
detrimental	detremental	11	False	1	False
develop	develope	8	False	1	False
developed	developped	10	False	1	False
development	devolopement	12	False	2	False
device	divice	6	False	1	False
dial	dael	4	False	2	False
didn't	didnt	5	False	1	False
die	diea	4	False	1	False
different	diferent	8	False	1	False
different	diferrent	9	False	2	False
different	diffrent	8	False	1	False
difficulties	dificulties	11	False	1	False
difficulty	dificulty	9	False	1	False
dimension	dimention	9	False	1	False
dimensions	dimenions	9	False	1	False
dimensions	dimentions	10	False	1	False
diphthong	diphtong	8	False	1	False
diphthong	dipthong	8	False	1	False
diphthongs	diphtongs	9	False	1	False
diphthongs	dipthongs	9	False	1	False
directly	driectly	8	False	2	False
disagreement	dissagreement	13	False	1	False
disappear	dissapear	9	False	2	False
disappear	dissappear	10	False	1	False
disappeared	dissapeared	11	False	2	False
disappearing	dissapearing	12	False	2	False
disappears	dissapears	10	False	2	False
disappears	dissappears	11	False	1	False
disapproval	disaproval	10	False	1	False
disaster	diaster	7	False	1	False
disastrous	disasterous	11	False	1	False
discontent	discontentment	14	False	4	True
discover	dicover	7	False	1	False
discovered	dicovered	9	False	1	False
discovering	dicovering	10	False	1	False
discovers	dicovers	8	False	1	False
discovery	dicovery	8	False	1	False
discuss	descuss	7	False	1	False
disintegrated	desintegrated	13	False	1	False
disintegration	desintegration	14	False	1	False
disobedience	disobediance	12	False	1	False
disobedience	dissobediance	13	False	2	False
disobedience	dissobedience	13	False	1	False
disobedient	disobediant	11	False	1	False
disobedient	dissobediant	12	False	2	False
disobedient	dissobedient	12	False	1	False
disparagingly	disparingly	11	False	2	False
disparate	desparate	9	False	1	False
dispense	dispence	8	False	1	False
dispensed	dispenced	9	False	1	False
dispensing	dispencing	10	False	1	False
dissatisfaction	disatisfaction	14	False	1	False
dissatisfied	disatisfied	11	False	1	False
dissemination	disemination	12	False	1	False
dissolved	disolved	8	False	1	False
distinguish	distingish	10	False	1	False
distinguished	distingished	12	False	1	False
distinguishes	distingishes	12	False	1	False
distinguishing	distingishing	13	False	1	False
diverged	diversed	8	False	1	False
diverse	diversed	8	False	1	False
divide	devide	6	False	1	False
divided	devided	7	False	1	False
division	divison	7	False	1	False
divisions	divisons	8	False	1	False
document	doccument	9	False	1	False
documented	doccumented	11	False	1	False
documents	doccuments	10	False	1	False
does	doens	5	False	1	False
doesn't	doesnt	6	False	1	False
doing	doign	5	False	2	False
doing	donig	5	False	2	False
dominant	dominent	8	False	1	False
dominant	dominiant	9	False	1	False
doubt	doub	4	False	1	False
dram	deram	5	False	1	False
dramatic	dramtic	7	False	1	False
dream	deram	5	False	2	False
