correct_word	non_word	len	space_or_hyphen	levenshtein	real_word_error
bureaucracy	beaurocracy	11	False	4	False
bureaucracy	buracracy	9	False	2	False
bureaucracy	burracracy	10	False	2	False
bush	buch	4	False	1	False
butter	buder	5	False	2	False
butter	budr	4	False	3	False
butter	budter	6	False	1	False
button	buton	5	False	1	False
by by	byby	4	True	1	False
caller	cauler	6	False	1	False
came	gamne	5	False	2	False
caveats	cravets	7	False	2	False
cemetery	cemetary	8	False	1	False
changing	changeing	9	False	1	False
cheat	cheet	5	False	1	False
circle	cicle	5	False	1	False
circle	circue	6	False	1	False
circumstances	circumstaces	12	False	1	False
club	clob	4	False	1	False
cockamamie	cocamena	8	False	5	False
colleague	colleaque	9	False	1	False
colloquialism	colloquilism	12	False	1	False
colon	coaln	5	False	2	False
column	columne	7	False	1	False
combo	cumba	5	False	2	False
commercials	commerciasl	11	False	2	False
commitment	comitmment	10	False	2	False
commitment	comittmen	9	False	3	False
commitment	comittmend	10	False	3	False
committed	commited	8	False	1	False
committee	comitte	7	False	2	False
committee	commitee	8	False	1	False
companies	companys	8	False	2	False
compiler	comiler	7	False	1	False
complicated	compicated	10	False	1	False
computer	comupter	8	False	2	False
congratulations	congradulations	15	False	1	False
consensus	concensus	9	False	1	False
consistent	consident	9	False	2	False
consonant	consident	9	False	3	False
constant	contast	7	False	2	False
constant	contastant	10	False	2	False
continue	contunie	8	False	2	False
contribution	conibation	10	False	3	False
coolly	cooly	5	False	1	False
coping	copping	7	False	1	True
cosmopolitan	cosmoplyton	11	False	3	False
court	courst	6	False	1	False
crazy	crasy	5	False	1	False
credibility	credetability	13	False	3	False
critique	criqitue	8	False	2	False
critique	ctitique	8	False	1	False
croak	croke	5	False	2	False
crucified	crusifed	8	False	2	False
crucifixion	crucifiction	12	False	2	False
customization	custamisation	13	False	2	False
daily	daly	4	False	1	False
dangerous	danguages	9	False	4	False
dangle	dongle	6	False	1	True
decision	disition	8	False	3	False
defence	defense	7	False	1	True
defense	defence	7	False	1	True
defiantly	defenly	7	False	3	False
definite	definate	8	False	1	False
definitely	definately	10	False	1	False
deities	dieties	7	False	2	False
dependable	dependeble	10	False	1	False
description	descrption	10	False	1	False
description	descrptn	8	False	3	False
desiccate	dessicate	9	False	2	False
despair	dispair	7	False	1	False
desperate	desparate	9	False	1	False
destroy	distroy	7	False	1	False
development	developement	12	False	1	False
development	develpond	9	False	4	False
developments	develepment	11	False	2	False
dictionary	ductioneery	11	False	3	False
dinosaur	dinasaur	8	False	1	False
dinosaur	dinasour	8	False	2	False
directly	direcyly	8	False	1	False
disagree	diagree	7	False	1	False
discuss	discuess	8	False	1	False
discussion	disssicion	10	False	4	False
dissect	disect	6	False	1	False
dissipate	disippate	9	False	2	False
distant	destint	7	False	2	False
distort	distart	7	False	1	False
distract	distarct	8	False	2	False
divulge	devulge	7	False	1	False
documentation	documtations	12	False	3	False
dog	dag	3	False	1	True
dog	doog	4	False	1	False
download	doenload	8	False	1	False
draft	deaft	5	False	1	False
dramatically	dramaticly	10	False	2	False
drunkenness	drunkeness	10	False	1	False
due	dur	3	False	1	False
during	duren	5	False	2	False
dynamic	dymatic	7	False	2	False
dynamic	dynaic	6	False	1	False
ecstasy	ecstacy	7	False	1	False
efficacy	efficity	8	False	2	False
efficient	efficat	7	False	3	False
efforts	effots	6	False	1	False
elegant	elagent	7	False	2	False
elegant	elligit	7	False	4	False
embarrass	embarass	8	False	1	False
embarrass	embaress	8	False	2	False
embarrassment	embarassment	12	False	1	False
embed	imbed	5	False	1	False
encapsulation	encapsualtion	13	False	2	False
encyclopedia	encyclapidia	12	False	2	False
encyclopedia	encyclopia	10	False	2	False
engine	engins	6	False	1	False
enhance	enhence	7	False	1	False
enlightenment	enligtment	10	False	3	False
ennui	ennuui	6	False	1	False
enough	enought	7	False	1	False
environment	enviroment	10	False	1	False
environmental	envireminakl	12	False	5	False
environmental	invermeantial	13	False	6	False
epitome	epitomy	7	False	1	False
error	errara	6	False	2	False
error	erro	4	False	1	False
espresso	expresso	8	False	1	False
etiology	eitiology	9	False	1	False
evaluation	evaualtion	10	False	2	False
eventually	evtually	8	False	2	False
everything	evething	8	False	2	False
exceed	excede	6	False	2	False
except	excpt	5	False	1	False
execution	excution	8	False	1	False
exercise	excercise	9	False	1	False
exhilaration	exhileration	12	False	1	False
existence	egsistence	10	False	2	False
existence	existance	9	False	1	False
expedient	exspidient	10	False	2	False
explicitly	expleyly	8	False	4	False
explicitly	explity	7	False	3	False
extensions	extions	7	False	3	False
factorization	factontion	10	False	4	False
failure	failer	6	False	2	False
fantasia	phantasia	9	False	2	False
fantasy	famdasy	7	False	2	False
favor	faver	5	False	1	False
favour	faver	5	False	2	False
fax	faxe	4	False	1	False
festival	fistival	8	False	1	False
fiery	firey	5	False	2	False
flattering	flatterring	11	False	1	False
flux	fluk	4	False	1	False
flux	flukse	6	False	3	False
foresee	forsee	6	False	1	False
frustrating	frustartaion	12	False	5	False
function	fuction	7	False	1	False
generally	generly	7	False	2	False
gotten	gotton	6	False	1	False
government	goberment	9	False	2	False
government	gobernement	11	False	2	False
government	gobernment	10	False	1	False
graceful	gracefull	9	False	1	False
gradually	gradualy	8	False	1	False
grammar	grammer	7	False	1	False
guard	gaurd	5	False	2	False
guts	futs	4	False	1	False
happily	hapily	6	False	1	False
harass	harrass	7	False	1	False
have	havne	5	False	1	False
height	heighth	7	False	1	False
hello	hallo	5	False	1	False
hello	helo	4	False	1	False
hello	herlo	5	False	1	False
help	heellp	6	False	2	False
help	hellp	5	False	1	False
help	hlp	3	False	1	False
higher	higer	5	False	1	False
hippopotamus	hippopotamous	13	False	1	False
horse	hourse	6	False	1	False
housing	houssing	8	False	1	False
however	howaver	7	False	1	False
however	howver	6	False	1	False
humanity	humaniti	8	False	1	False
hyphen	hifin	5	False	4	False
hyphen	hifine	6	False	5	False
hyphen	hiphine	7	False	3	False
hyphen	hyfin	5	False	3	False
hypothesis	hypotathes	10	False	4	False
hypothesis	hypotathese	11	False	4	False
hysterical	hystrical	9	False	1	False
illegitimate	illegitament	12	False	4	False
immanent	immenant	8	False	2	False
immediately	imediaetly	10	False	3	False
implements	implemtes	9	False	3	False
in case	incase	6	True	1	False
in depth	indepth	7	True	1	False
in fact	infact	6	True	1	False
inadvertent	inadvertant	11	False	1	False
incomplete	incompleet	10	False	2	False
incomplete	incomplot	9	False	2	False
inconvenience	inconvience	11	False	2	False
inconvenient	inconvenant	11	False	2	False
indent	ident	5	False	1	False
independent	independant	11	False	1	False
independent	independenent	13	False	2	False
independent	indepnends	10	False	4	False
indispensable	indispensible	13	False	1	False
inefficient	inefficite	10	False	3	False
infamy	imfamy	6	False	1	False
influential	influencial	11	False	1	False
initial	inital	6	False	1	False
initialized	initinized	10	False	2	False
initialized	initized	8	False	3	False
inoculate	innoculate	10	False	1	False
insidious	incedious	9	False	2	False
insistent	insistant	9	False	1	False
insistent	insistenet	10	False	1	False
installation	instulation	11	False	2	False
intelligent	intealignt	10	False	2	False
intelligent	intejilent	10	False	3	False
intelligent	intelegent	10	False	2	False
intelligent	intelegnent	11	False	3	False
intelligent	intelejent	10	False	3	False
intelligent	inteligent	10	False	1	False
intelligent	intelignt	9	False	2	False
intelligent	intellagant	11	False	2	False
intelligent	intellegent	11	False	1	False
intelligent	intellegint	11	False	2	False
intelligent	intellgnt	9	False	2	False
interested	intertes	8	False	3	False
interested	intertesd	9	False	3	False
interface	inerface	8	False	1	False
international	internation	11	False	2	False
interpret	interpretate	12	False	3	False
interpreter	interpretter	12	False	1	False
inventions	enventions	10	False	1	False
irresistible	irresistable	12	False	1	False
irritable	irritible	9	False	1	False
isotope	isotrop	7	False	2	False
iterate	interate	8	False	1	False
john	johhn	5	False	1	False
judgement	judgment	8	False	1	True
judgment	judgement	9	False	1	False
kilometer	lilometer	9	False	1	False
kilometre	lilometer	9	False	3	False
kipper	kippur	6	False	1	False
knowing	knawing	7	False	1	False
laser	luser	5	False	1	False
latest	latext	6	False	1	False
layer	lloyer	6	False	2	False
leave	leasve	6	False	1	False
leisure	lesure	6	False	1	False
lesion	liasion	7	False	2	False
liaison	liason	6	False	1	False
library	libary	6	False	1	False
likely	likly	5	False	1	False
liquefy	liquify	7	False	1	False
losing	lossing	7	False	1	False
madness	maddness	8	False	1	False
maintenance	maintanence	11	False	2	False
majority	majaerly	8	False	4	False
majority	majoraly	8	False	2	False
marshal	marshall	8	False	1	False
masks	maks	4	False	1	False
maximum	maxium	6	False	1	False
media	midia	5	False	1	False
memento	momento	7	False	1	False
memory	meory	5	False	1	False
metaphysical	pataphysical	12	False	2	False
mike	mic	3	False	2	True
millennium	millenium	9	False	1	False
minimum	minum	5	False	2	False
minuscule	miniscule	9	False	1	False
miscellaneous	misilous	8	False	6	False
mischievous	mischievious	12	False	1	False
monkey	minkay	6	False	2	False
monkey	monkay	6	False	1	False
more	mroe	4	False	2	False
mosaic	mosaik	6	False	1	False
most likely	mostlikely	10	True	1	False
mouser	mousr	5	False	1	False
moving	oving	5	False	1	False
naive	nieve	5	False	2	False
necessary	neccessary	10	False	1	False
necessary	necesary	8	False	1	False
necessary	necesser	8	False	2	False
neighbor	neighbour	9	False	1	True
neighbour	neighbor	8	False	1	True
nickelodeon	nickleodeon	11	False	2	False
niece	neice	5	False	2	False
no one	noone	5	True	1	False
not in	notin	5	True	1	False
noticeably	noticably	9	False	1	False
nuzzled	nozled	6	False	2	False
obfuscate	obsfuscate	10	False	1	False
objects	objectsion	10	False	3	False
occasion	ocassion	8	False	2	False
occasionally	accosinly	9	False	5	False
occasionally	occusionaly	11	False	2	False
occupied	occuppied	9	False	1	False
occurrence	occurence	9	False	1	False
octogenarian	octagenarian	12	False	1	False
old	olf	3	False	1	False
opossum	opposim	7	False	3	False
organize	organise	8	False	1	False
organize	organiz	7	False	1	False
orient	orientate	9	False	3	True
oscilloscope	oscilascope	11	False	2	False
parameter	parametic	9	False	2	False
parameters	paramers	8	False	2	False
parameters	paranets	8	False	3	False
particular	partrucal	9	False	4	False
pattern	patten	6	False	1	False
peremptory	preemptory	10	False	2	False
permissible	permissable	11	False	1	False
permission	permition	9	False	2	False
permissive	permmasivie	11	False	3	False
phenomenal	phenominal	10	False	1	False
phone	fone	4	False	2	False
phonetic	funetik	7	False	4	False
picturesque	picaresque	10	False	2	True
playwright	playwrite	9	False	3	False
police	pollice	7	False	1	False
politic	politict	8	False	1	False
politician	polation	8	False	4	False
polygamy	poligamy	8	False	1	False
polypropylene	polypropalene	13	False	1	False
portray	protray	7	False	2	False
possible	possable	8	False	1	False
practical	practicle	9	False	2	False
pragmatism	pragmaticism	12	False	2	False
preceding	preceeding	10	False	1	False
precision	precion	7	False	2	False
precision	precios	7	False	3	False
prefixed	prefixt	7	False	2	False
prefixes	prefices	8	False	1	False
prerogative	perogative	10	False	1	False
privilege	privielage	10	False	2	False
privilege	priviledge	10	False	1	False
problematic	proplematic	11	False	1	False
procedures	proceedures	11	False	1	False
pronunciation	pronensiation	13	False	2	False
pronunciation	pronisation	11	False	4	False
pronunciation	pronounciation	14	False	1	False
properly	properally	10	False	2	False
psychologist	pscolgst	8	False	4	False
psychologist	psicolagest	11	False	4	False
psychologist	psycolagest	11	False	3	False
psychologist	sicolagest	10	False	5	False
pursue	persue	6	False	1	False
pursue	presue	6	False	2	False
pursued	presued	7	False	2	False
quiz	quoz	4	False	1	False
raccoon	reccona	7	False	3	False
radius	radious	7	False	1	False
rampantly	ramplily	8	False	3	False
rank	wrank	5	False	1	False
receive	recieve	7	False	2	False
recognize	reconise	8	False	2	False
recommend	reccomend	9	False	2	False
rectangle	rectangeles	11	False	2	False
recurring	reoccurring	11	False	2	True
redesign	redign	6	False	2	False
regardless	irregardless	12	False	2	True
repetition	repitition	10	False	1	False
replacement	replasments	11	False	3	False
resemblance	reseblence	10	False	2	False
respect	respct	6	False	1	False
respectfully	respecally	10	False	3	False
responsible	reposable	9	False	3	False
room	roon	4	False	1	False
roughly	rought	6	False	2	False
rudimentary	rudemtry	8	False	4	False
running	runnung	7	False	1	False
sacrilegious	sacreligious	12	False	2	False
safely	saftly	6	False	1	False
salute	salut	5	False	1	False
satisfy	satifly	7	False	2	False
scrabble	scrabdle	8	False	1	False
section	secion	6	False	1	False
segments	segements	9	False	1	False
seize	sieze	5	False	2	False
sense	sence	5	False	1	False
separate	seperate	8	False	1	False
several	seferal	7	False	1	False
sherbet	sherbert	8	False	1	False
signal	singal	6	False	2	False
simplicity	cimplicity	10	False	1	False
simplicity	simpfilty	9	False	3	False
simply	simplye	7	False	1	False
site	sitte	5	False	1	False
situation	situration	10	False	1	False
smile	smil	4	False	1	False
sneaked	snuck	5	False	4	False
sometimes	sometmes	8	False	1	False
sonic	soonec	6	False	2	False
specifically	specificialy	12	False	2	False
spell	spel	4	False	1	False
spoke	spoak	5	False	2	False
sponsored	sponsered	9	False	1	False
steering	stering	7	False	1	False
stomach	stumach	7	False	1	False
straitjacket	straightjacket	14	False	2	False
student	stutent	7	False	1	False
style guide	styleguide	10	True	1	False
subpoena	subpena	7	False	1	False
subscribed	subjecribed	11	False	2	False
substitutions	subisitions	11	False	4	False
substitutions	substations	11	False	3	True
sugar	suger	5	False	1	False
superfluous	superfulous	11	False	2	False
supersede	supercede	9	False	1	False
swimwear	swim_wear	9	False	1	False
sylph	slyph	5	False	2	False
synchronization	syncorization	13	False	3	False
tattoos	tattos	6	False	1	False
team	tem	3	False	1	False
technically	techniquely	11	False	3	False
test	tesst	5	False	1	False
test	ttest	5	False	1	False
tests	tets	4	False	1	False
than or	thanot	6	True	2	False
that	taht	4	False	2	False
the	teh	3	False	2	False
the	thw	3	False	1	False
themselves	theirselves	11	False	2	False
theoretical	teridical	9	False	4	False
theoretical	theridically	12	False	5	False
theoretically	thredically	11	False	3	False
this	ths	3	False	1	False
throughout	thruout	7	False	3	False
titillate	titalate	8	False	2	False
tomorrow	tommorrow	9	False	1	False
tomorrow	tomorow	7	False	1	False
tough	taff	4	False	4	False
tragedy	tradegy	7	False	2	False
trouble	trubbel	7	False	3	False
tunnel like	tunnellike	10	True	1	False
turned	tured	5	False	1	False
two	teo	3	False	1	False
tyranny	tyrrany	7	False	2	False
unconscious	unconscience	12	False	4	False
unconstitutional	unconisitional	14	False	4	False
under ladder	underladder	11	True	1	False
unfortunately	unformanlly	11	False	5	False
unfortunately	unfortally	10	False	4	False
unfortunately	unfortunently	13	False	3	False
unintelligible	unentelegible	13	False	3	False
unnatural	unatourral	10	False	3	False
unnatural	unaturral	9	False	2	False
unnatural	unnaturral	10	False	1	False
up cast	upcast	6	True	1	False
uranium	uranisium	9	False	2	False
utmost	upmost	6	False	1	False
version	verison	7	False	2	False
vinaigrette	vinagarette	11	False	2	False
volley	volye	5	False	2	False
voluntarism	volunteerism	12	False	2	True
voluptuous	volumptuous	11	False	1	False
wait	waite	5	False	1	False
want	mant	4	False	1	False
ward	whard	5	False	1	False
warlord	warloord	8	False	1	False
wasting	wadting	7	False	1	False
weaken	wicken	6	False	2	False
weird	wierd	5	False	2	False
what	whaaat	6	False	2	False
wimp	whimp	5	False	1	False
won't	wan't	5	False	1	False
writing	writting	8	False	1	False
yield	yeild	5	False	2	False
your	youe	4	False	1	False
