non_word	real_word	jaro_winkler	levenshtein_distance	corpus	aspell_rank	aspell_n_candidates	edit_distance_rank	edit_distance_n_candidates
Goef	Geoff	0.865	2	holbrook-missp	-1	5	-1	1
Good_by	Goodbye	0.9428571428571428	2	holbrook-missp	0	9	-1	1
Here	Her	0.9166666666666666	1	holbrook-missp	4	24	-1	8
Im	Him	0.0	2	holbrook-missp	38	46	-1	17
He	His	0.611111111111111	2	holbrook-missp	-1	45	-1	1
He's	His	0.7222222222222222	2	holbrook-missp	-1	45	-1	1
Holliday	Holiday	0.9708333333333333	1	holbrook-missp	0	20	0	1
Hondor	Honda	0.8933333333333334	2	holbrook-missp	3	29	-1	1
Honk_Kong	Hong Kong	0.8962962962962963	2	holbrook-missp	-1	9	-1	1
Id	I'd	0.611111111111111	1	holbrook-missp	21	45	-1	16
I	I'll	0.75	3	holbrook-missp	-1	34	-1	1
Ill	I'll	0.9166666666666666	1	holbrook-missp	1	26	-1	1
ile	I'll	0.5277777777777778	3	holbrook-missp	24	29	-1	18
ill	I'll	0.7222222222222222	2	holbrook-missp	26	32	-1	1
I	I'm	0.7777777777777777	2	holbrook-missp	-1	34	-1	1
Im	I'm	0.611111111111111	1	holbrook-missp	23	46	-1	17
Ive	I've	0.9166666666666666	1	holbrook-missp	0	23	-1	7
I	It	0.8333333333333334	1	holbrook-missp	-1	34	-1	1
Itlay	Italy	0.9466666666666665	2	holbrook-missp	2	16	0	1
Jame	James	0.96	1	holbrook-missp	2	23	-1	1
Janes	Jane's	0.9666666666666667	1	holbrook-missp	-1	63	-1	14
Japannese	Japanese	0.9777777777777777	1	holbrook-missp	0	9	0	1
Jeans	Jean's	0.9666666666666667	1	holbrook-missp	1	41	-1	7
jeans	Jean's	0.8222222222222223	2	holbrook-missp	10	48	-1	1
Jone	Joan	0.8666666666666667	2	holbrook-missp	-1	21	-1	19
John	John's	0.9333333333333333	2	holbrook-missp	2	6	-1	1
johns	John's	0.8222222222222223	2	holbrook-missp	7	35	-1	1
Johnes	Jones	0.9555555555555556	1	holbrook-missp	3	23	1	2
Joneses	Jones's	0.9428571428571428	1	holbrook-missp	-1	52	-1	5
Joyce	Joyce's	0.9428571428571428	2	holbrook-missp	-1	26	-1	1
Jluy	July	0.9249999999999999	2	holbrook-missp	0	43	0	1
Kidney	Kidneys	0.9714285714285714	1	holbrook-missp	1	10	-1	2
Led	Lead	0.9166666666666666	1	holbrook-missp	2	43	-1	18
Lets	Let's	0.9533333333333333	1	holbrook-missp	1	48	-1	13
Londen	London	0.9333333333333333	1	holbrook-missp	2	23	0	1
Londod	London	0.9333333333333333	1	holbrook-missp	0	52	0	1
Long	Lone	0.8833333333333334	1	holbrook-missp	5	22	-1	1
Luckily	Lucky	0.9428571428571428	2	holbrook-missp	1	3	-1	1
macwillaims	Macwilliams	0.9060606060606061	3	holbrook-missp	-1	12	-1	1
Marrid	Married	0.9714285714285714	1	holbrook-missp	0	32	-1	1
Marry	Mary	0.9533333333333333	1	holbrook-missp	1	26	0	8
Mean_while	Meanwhile	0.98	1	holbrook-missp	0	3	-1	1
Munces	Monkeys	0.7714285714285715	3	holbrook-missp	-1	48	-1	2
Motor-bikes	Motorbike	0.9636363636363636	2	holbrook-missp	2	4	-1	1
By	My	0.6666666666666666	1	holbrook-missp	25	37	-1	9
Nexe	Next	0.8833333333333334	1	holbrook-missp	1	36	-1	63
Nickals	Nicholls	0.8458333333333333	3	holbrook-missp	-1	9	-1	6
Nos	Nose	0.9166666666666666	1	holbrook-missp	3	48	-1	8
Noet	Note	0.9333333333333333	2	holbrook-missp	0	10	-1	3
Ow	Oh	0.6666666666666666	1	holbrook-missp	9	48	-1	9
Ones	Once	0.8666666666666667	2	holbrook-missp	-1	36	-1	1
Won	One	0.0	3	holbrook-missp	-1	33	-1	12
Out_side	Outside	0.9708333333333333	1	holbrook-missp	0	8	-1	1
Phillhill	Phil Hill	0.8825396825396825	2	holbrook-missp	-1	6	-1	1
Please	Pleased	0.9714285714285714	1	holbrook-missp	1	48	-1	2
Pome	Poem	0.9333333333333333	2	holbrook-missp	2	21	-1	8
Pollce	Police	0.9222222222222223	1	holbrook-missp	3	39	-1	9
Paulkey	Porky	0.6761904761904761	4	holbrook-missp	-1	49	-1	3
Prisern	Prison	0.9095238095238095	2	holbrook-missp	5	25	-1	4
Rango	Ranger	0.8933333333333334	2	holbrook-missp	5	12	-1	3
Roys	Roy	0.9166666666666666	1	holbrook-missp	2	30	0	5
Royl	Royal	0.9533333333333333	1	holbrook-missp	0	6	0	2
She	She's	0.8666666666666667	2	holbrook-missp	8	21	-1	7
Slaughthouse	Slaughterhouse	0.9380952380952381	2	holbrook-missp	-1	9	-1	1
Smocking	Smoking	0.9708333333333333	1	holbrook-missp	1	8	-1	2
Show	So	0.8333333333333334	2	holbrook-missp	-1	22	-1	6
Some_one	Someone	0.975	1	holbrook-missp	0	9	-1	1
Suothwode	Southwold	0.8958333333333333	4	holbrook-missp	-1	15	-1	1
Stanlay	Stanley	0.9428571428571428	1	holbrook-missp	2	28	0	1
Stranden	Stranded	0.95	1	holbrook-missp	2	12	-1	1
Sturt	Stuart	0.9611111111111111	1	holbrook-missp	2	18	0	1
Swizaland	Switzerland	0.8812710437710437	3	holbrook-missp	3	5	-1	1
Sylver	Sylvia	0.8666666666666666	2	holbrook-missp	6	9	1	7
sylver	Sylvia	0.6666666666666666	3	holbrook-missp	8	9	-1	3
tv	TV	0.0	2	holbrook-missp	11	47	-1	11
Teddoy	Teddy boy	0.9	3	holbrook-missp	-1	34	-1	1
Tedeboy	Teddy boy	0.85	3	holbrook-missp	-1	38	-1	1
Taddyboys	Teddy boys	0.9066666666666667	2	holbrook-missp	-1	10	-1	1
Thats	That's	0.9666666666666667	1	holbrook-missp	0	34	-1	5
There	Their	0.9066666666666667	2	holbrook-missp	-1	17	-1	3
They	Their	0.8483333333333334	2	holbrook-missp	-1	12	-1	5
Their	There	0.9066666666666667	2	holbrook-missp	3	34	-1	2
Ther	There	0.96	1	holbrook-missp	0	19	-1	5
They	There	0.8483333333333334	2	holbrook-missp	-1	12	-1	5
There	There's	0.9428571428571428	2	holbrook-missp	7	17	-1	3
Thinkng	Thinking	0.975	1	holbrook-missp	0	8	-1	4
Tobe	Toby	0.8833333333333334	1	holbrook-missp	3	14	0	3
Toms	Tom's	0.9533333333333333	1	holbrook-missp	2	45	-1	8
Tomy	Tommy	0.9533333333333333	1	holbrook-missp	0	12	0	5
Toner	Tonner	0.9611111111111111	1	holbrook-missp	-1	35	-1	5
Triumh	Triumph	0.9714285714285714	1	holbrook-missp	0	24	-1	3
trumh	Triumph	0.7904761904761904	3	holbrook-missp	-1	24	-1	2
Toy	Troy	0.9166666666666666	1	holbrook-missp	4	26	2	12
Tow	Two	0.5555555555555555	2	holbrook-missp	30	34	-1	16
watston	Watson	0.8492063492063492	2	holbrook-missp	1	6	-1	1
Wh't	What	0.8666666666666667	1	holbrook-missp	0	12	-1	29
What	What's	0.9333333333333333	2	holbrook-missp	3	12	-1	6
Wiich	Which	0.88	1	holbrook-missp	4	22	-1	22
Will	While	0.8049999999999999	2	holbrook-missp	-1	29	-1	1
Whos_evers	Whoever's	0.9274074074074075	3	holbrook-missp	-1	28	-1	1
Wing	Wings	0.96	1	holbrook-missp	1	30	-1	12
Ysid	Yard	0.6666666666666666	2	holbrook-missp	22	50	-1	41
Your	You're	0.9222222222222222	2	holbrook-missp	2	15	-1	9
an	a	0.8333333333333334	1	holbrook-missp	5	50	-1	1
abit	a bit	0.94	1	holbrook-missp	-1	9	-1	7
awill	a while	0.8114285714285714	3	holbrook-missp	-1	38	-1	3
abroard	aboard	0.9174603174603175	1	holbrook-missp	1	4	1	2
a_Bat	about	0.6	3	holbrook-missp	7	12	-1	1
a_bout	about	0.9500000000000001	1	holbrook-missp	0	8	0	1
absolutly	absolutely	0.98	1	holbrook-missp	0	5	0	1
ack	ache	0.7222222222222222	2	holbrook-missp	-1	24	-1	15
half	after	0.48333333333333334	5	holbrook-missp	-1	12	-1	1
afterawhile	after a while	0.9692307692307692	2	holbrook-missp	-1	8	-1	1
a_gain	again	0.9500000000000001	1	holbrook-missp	0	22	0	1
agan	again	0.9533333333333333	1	holbrook-missp	0	7	0	3
agian	again	0.9466666666666665	2	holbrook-missp	0	25	0	2
a_go	ago	0.9166666666666666	1	holbrook-missp	0	14	0	1
hare	air	0.7222222222222222	3	holbrook-missp	-1	36	-1	1
alife	alive	0.9066666666666667	1	holbrook-missp	1	41	2	3
ally	alley	0.9533333333333333	1	holbrook-missp	2	16	-1	1
alloud	allowed	0.9095238095238095	2	holbrook-missp	3	18	-1	1
almity	almighty	0.95	2	holbrook-missp	1	6	-1	1
a_lone	alone	0.9500000000000001	1	holbrook-missp	0	50	0	1
a_long	along	0.9500000000000001	1	holbrook-missp	0	17	0	1
allright	alright	0.9666666666666667	1	holbrook-missp	2	5	0	1
arigh	alright	0.9142857142857143	2	holbrook-missp	-1	30	-1	1
aright	alright	0.9571428571428572	1	holbrook-missp	1	16	-1	1
arigth	alright	0.9071428571428571	3	holbrook-missp	-1	12	-1	1
or_rit	alright	0.6428571428571429	5	holbrook-missp	-1	56	-1	2
orrigh	alright	0.746031746031746	3	holbrook-missp	-1	30	-1	2
orright	alright	0.8095238095238096	2	holbrook-missp	17	24	8	9
allso	also	0.9466666666666665	1	holbrook-missp	2	83	0	1
als	also	0.9166666666666666	1	holbrook-missp	3	50	8	22
alter	altar	0.9066666666666667	1	holbrook-missp	9	23	-1	1
all_ways	always	0.9333333333333333	2	holbrook-missp	1	14	1	4
allways	always	0.9619047619047619	1	holbrook-missp	3	16	1	3
amberless	ambulance	0.7925925925925926	6	holbrook-missp	-1	11	-1	1
amblance	ambulance	0.9740740740740741	1	holbrook-missp	0	6	0	2
amerless	ambulance	0.6481481481481481	6	holbrook-missp	-1	29	-1	6
amusments	amusements	0.9577777777777777	1	holbrook-missp	0	10	0	1
a	an	0.8333333333333334	1	holbrook-missp	7	50	-1	1
and	an	0.8888888888888888	1	holbrook-missp	10	27	-1	1
a	and	0.7777777777777777	2	holbrook-missp	-1	50	-1	1
an	and	0.8888888888888888	1	holbrook-missp	2	50	-1	1
aud	and	0.7777777777777777	1	holbrook-missp	6	25	4	13
hand	and	0.9166666666666666	1	holbrook-missp	5	22	-1	1
animl	animals	0.9428571428571428	2	holbrook-missp	1	31	-1	1
a_nother	another	0.9625	1	holbrook-missp	0	2	0	1
a_nouther	another	0.9333333333333333	2	holbrook-missp	0	11	0	1
aner	another	0.5952380952380952	3	holbrook-missp	-1	9	-1	5
anwerd	answered	0.9333333333333333	2	holbrook-missp	-1	6	0	13
eney	any	0.7222222222222222	2	holbrook-missp	-1	5	-1	3
any_on	anyone	0.9222222222222223	2	holbrook-missp	0	16	0	6
any_one	anyone	0.9666666666666667	1	holbrook-missp	0	13	0	1
any_own	anyone	0.8944444444444445	3	holbrook-missp	0	17	-1	1
any_thing	anything	0.9740740740740741	1	holbrook-missp	0	4	0	1
anythink	anything	0.95	1	holbrook-missp	2	13	0	1
anyting	anything	0.975	1	holbrook-missp	0	22	0	1
enthing	anything	0.8690476190476191	2	holbrook-missp	6	17	12	32
apply	apple	0.92	1	holbrook-missp	1	32	-1	1
apple	apples	0.9666666666666667	1	holbrook-missp	1	29	-1	1
apprentiship	apprenticeship	0.9714285714285714	2	holbrook-missp	0	8	0	1
and	are	0.5555555555555555	2	holbrook-missp	-1	27	-1	1
airaear	area	0.7964285714285714	3	holbrook-missp	10	34	-1	2
arent	aren't	0.9666666666666667	1	holbrook-missp	0	31	-1	7
hrmehn	army	0.611111111111111	4	holbrook-missp	-1	43	-1	1
hrmehr	army	0.611111111111111	4	holbrook-missp	-1	12	-1	1
a_round	around	0.9571428571428572	1	holbrook-missp	0	8	0	2
arived	arrived	0.9619047619047619	1	holbrook-missp	0	9	0	2
ass	as	0.8888888888888888	1	holbrook-missp	12	48	-1	1
has	as	0.0	1	holbrook-missp	46	50	-1	1
arsed	asked	0.88	2	holbrook-missp	5	30	-1	1
ask	asked	0.8666666666666667	2	holbrook-missp	-1	19	-1	1
arsking	asking	0.9571428571428572	1	holbrook-missp	1	8	1	2
ask	asks	0.9166666666666666	1	holbrook-missp	1	19	-1	1
a_seph	asleep	0.7999999999999999	4	holbrook-missp	-1	56	-1	1
a_sleep	asleep	0.9571428571428572	1	holbrook-missp	0	3	0	1
a	at	0.8333333333333334	1	holbrook-missp	9	50	-1	1
are	at	0.611111111111111	2	holbrook-missp	-1	48	-1	1
a_tall	at all	0.9	2	holbrook-missp	-1	32	-1	4
a_tool	at all	0.6666666666666666	4	holbrook-missp	-1	21	-1	4
eat	ate	0.0	2	holbrook-missp	-1	44	-1	1
et	ate	0.611111111111111	2	holbrook-missp	-1	51	-1	39
ete	ate	0.7777777777777777	1	holbrook-missp	8	25	4	12
atack	attack	0.9555555555555556	1	holbrook-missp	0	27	0	5
atened	attend	0.9111111111111112	2	holbrook-missp	2	23	-1	1
audre	audrey	0.9666666666666667	1	holbrook-missp	-1	22	-1	35
others	author's	0.7222222222222222	4	holbrook-missp	-1	32	-1	1
Aount	autumn	0.5888888888888889	5	holbrook-missp	-1	31	-1	3
autunm	autumn	0.9666666666666667	2	holbrook-missp	0	16	0	1
a_way	away	0.94	1	holbrook-missp	0	23	0	1
alfull	awful	0.8400000000000001	2	holbrook-missp	5	27	2	4
babyes	babies	0.9222222222222223	1	holbrook-missp	4	15	1	2
babyis	babies	0.9222222222222223	2	holbrook-missp	4	10	-1	1
babys	babies	0.8755555555555556	2	holbrook-missp	12	71	-1	3
babby	baby	0.9533333333333333	1	holbrook-missp	0	42	0	5
babys	baby	0.96	1	holbrook-missp	1	71	0	3
bake	back	0.8666666666666667	2	holbrook-missp	-1	28	-1	1
bakh	back	0.8666666666666667	2	holbrook-missp	-1	6	-1	4
doc	back	0.5277777777777778	3	holbrook-missp	-1	29	-1	1
barb	barbed	0.9333333333333333	2	holbrook-missp	-1	14	-1	1
bear	bare	0.8500000000000001	2	holbrook-missp	-1	30	-1	1
bran	barn	0.9249999999999999	2	holbrook-missp	5	31	-1	1
barscket	basket	0.9333333333333333	2	holbrook-missp	0	14	0	2
basckek	basket	0.8944444444444445	2	holbrook-missp	2	12	0	4
baskek	basket	0.9333333333333333	1	holbrook-missp	1	10	1	2
bath	baths	0.96	1	holbrook-missp	2	23	-1	1
by	be	0.6666666666666666	1	holbrook-missp	5	42	-1	1
me	be	0.6666666666666666	1	holbrook-missp	-1	50	-1	1
we	be	0.6666666666666666	1	holbrook-missp	19	52	-1	1
became	be coming	0.762962962962963	5	holbrook-missp	-1	4	-1	1
pit	beat	0.5277777777777778	3	holbrook-missp	-1	50	-1	1
beting	beating	0.9619047619047619	1	holbrook-missp	3	21	1	9
beaufiful	beautiful	0.9305555555555555	1	holbrook-missp	0	14	0	1
bacam	became	0.765	2	holbrook-missp	11	66	13	21
becaues	because	0.9714285714285714	2	holbrook-missp	0	99	0	1
becouse	because	0.9333333333333333	1	holbrook-missp	0	51	0	1
bed_room	bedrooms	0.9416666666666667	2	holbrook-missp	1	6	-1	1
bf	beef	0.5833333333333334	2	holbrook-missp	-1	43	-1	1
bean	been	0.8666666666666667	1	holbrook-missp	13	31	-1	1
bine	been	0.75	3	holbrook-missp	-1	25	-1	24
be_for	before	0.9111111111111112	2	holbrook-missp	0	20	0	3
befor	before	0.9666666666666667	1	holbrook-missp	0	22	0	2
behed	behind	0.8755555555555556	2	holbrook-missp	9	18	-1	2
behism	behind	0.8666666666666666	2	holbrook-missp	-1	7	0	8
been	being	0.8266666666666667	2	holbrook-missp	-1	21	-1	1
bell_ringing	bellringing	0.9833333333333333	1	holbrook-missp	-1	10	-1	1
belong	belongs	0.9714285714285714	1	holbrook-missp	1	40	-1	1
bend_in	bending	0.9428571428571428	2	holbrook-missp	0	36	0	1
beets	best	0.8266666666666667	2	holbrook-missp	-1	66	-1	1
bet	better	0.8333333333333334	3	holbrook-missp	-1	41	-1	1
beter	better	0.9611111111111111	1	holbrook-missp	2	28	0	8
beththe	better	0.8944444444444445	3	holbrook-missp	-1	20	-1	1
beverly	beverley	0.975	1	holbrook-missp	-1	7	-1	10
bewere	beware	0.8755555555555556	1	holbrook-missp	4	21	0	1
bciyle	bicycles	0.875	4	holbrook-missp	-1	47	-1	5
bing	big	0.9166666666666666	1	holbrook-missp	5	27	4	22
Big_haded	big-headed	0.7783068783068784	3	holbrook-missp	-1	16	-1	1
biger	bigger	0.9611111111111111	1	holbrook-missp	2	54	0	5
bigest	biggest	0.9666666666666667	1	holbrook-missp	2	30	0	2
build	billed	0.8400000000000001	3	holbrook-missp	14	36	-1	1
brid	bird	0.9249999999999999	2	holbrook-missp	2	16	2	12
biccuits	biscuits	0.9333333333333333	1	holbrook-missp	0	18	0	1
biten	bitten	0.9611111111111111	1	holbrook-missp	2	36	0	4
blow	blew	0.8666666666666667	1	holbrook-missp	14	20	-1	1
bludy	bloody	0.8577777777777779	2	holbrook-missp	6	42	6	49
blossm	blossom	0.9714285714285714	1	holbrook-missp	0	27	0	1
bosting	boasting	0.9666666666666667	1	holbrook-missp	0	14	1	12
bodys	bodies	0.8755555555555556	2	holbrook-missp	7	29	-1	4
bod	body	0.9166666666666666	1	holbrook-missp	2	41	-1	1
bouse	booze	0.7866666666666667	2	holbrook-missp	51	90	-1	7
borrowd	borrowed	0.975	1	holbrook-missp	0	18	0	3
bos	boss	0.9166666666666666	1	holbrook-missp	3	49	2	33
botton	bottom	0.9333333333333333	1	holbrook-missp	2	33	0	3
buy	boy	0.7777777777777777	1	holbrook-missp	10	22	-1	1
boy	boy's	0.8666666666666667	2	holbrook-missp	6	30	-1	1
boys	boy's	0.9533333333333333	1	holbrook-missp	1	41	-1	1
boy_friend	boyfriend	0.9766666666666667	1	holbrook-missp	0	4	0	1
boyfreind	boyfriend	0.9777777777777777	2	holbrook-missp	0	4	0	1
boyfrend	boyfriend	0.9777777777777777	1	holbrook-missp	0	4	0	1
boyfrends	boyfriend's	0.9636363636363636	2	holbrook-missp	1	4	-1	1
boy	boys	0.9166666666666666	1	holbrook-missp	4	30	-1	1
boy's	boys	0.9533333333333333	1	holbrook-missp	2	66	-1	1
breaks	brakes	0.9555555555555556	2	holbrook-missp	3	56	-1	1
brain	bran	0.9533333333333333	1	holbrook-missp	5	28	-1	1
bravist	bravest	0.9428571428571428	1	holbrook-missp	0	22	0	1
bred_crumes	breadcrumbs	0.9151515151515153	3	holbrook-missp	0	16	-1	1
brack	break	0.8933333333333333	2	holbrook-missp	8	19	-1	9
brick	break	0.7866666666666667	2	holbrook-missp	22	41	-1	1
brecfast	breakfast	0.8856481481481482	2	holbrook-missp	0	5	2	4
brakes	breaks	0.9555555555555556	2	holbrook-missp	4	77	-1	1
breez	breeze	0.9666666666666667	1	holbrook-missp	0	39	1	3
brocken	broken	0.9666666666666667	1	holbrook-missp	0	20	0	2
borther	brother	0.9571428571428572	2	holbrook-missp	1	29	1	3
brother	brothers	0.975	1	holbrook-missp	3	17	-1	1
broug	brought	0.9428571428571428	2	holbrook-missp	0	37	0	45
brough	brought	0.9714285714285714	1	holbrook-missp	0	18	0	5
brus	brussels	0.9	4	holbrook-missp	-1	16	-1	5
brusels	brussels	0.9464285714285714	1	holbrook-missp	-1	24	-1	9
brusls	brussels	0.9166666666666667	2	holbrook-missp	-1	36	-1	24
brust	brussels	0.86	4	holbrook-missp	-1	25	-1	8
bubbals	bubbles	0.9428571428571428	2	holbrook-missp	0	58	0	5
billd	build	0.88	2	holbrook-missp	8	51	-1	4
billed	build	0.8400000000000001	3	holbrook-missp	-1	29	-1	1
buld	build	0.9466666666666665	1	holbrook-missp	0	8	0	7
billding	building	0.9249999999999999	2	holbrook-missp	6	22	-1	1
bilt	built	0.94	1	holbrook-missp	0	18	0	16
buit	built	0.9533333333333333	1	holbrook-missp	0	14	0	10
bolot	bullet	0.7300000000000001	3	holbrook-missp	-1	38	-1	3
bulet	bullet	0.9611111111111111	1	holbrook-missp	0	34	0	2
bulete	bullet	0.9222222222222223	2	holbrook-missp	0	53	0	7
bered	buried	0.8400000000000001	2	holbrook-missp	10	16	-1	5
brun	burn	0.9249999999999999	2	holbrook-missp	2	9	2	6
bihr	by	0.5833333333333334	3	holbrook-missp	-1	61	-1	1
kiffe	cafe	0.6333333333333333	3	holbrook-missp	33	38	-1	37
cald	called	0.9222222222222222	2	holbrook-missp	-1	15	-1	11
call	called	0.9333333333333333	2	holbrook-missp	-1	30	-1	1
calld	called	0.9666666666666667	1	holbrook-missp	0	45	0	4
could	called	0.7300000000000001	3	holbrook-missp	-1	13	-1	1
carmd	calmed	0.8577777777777779	2	holbrook-missp	10	47	-1	2
comer	calmer	0.8400000000000001	2	holbrook-missp	29	53	-1	1
cam	came	0.9166666666666666	1	holbrook-missp	1	50	-1	1
come	came	0.8500000000000001	1	holbrook-missp	19	33	-1	1
kom	came	0.5277777777777778	3	holbrook-missp	-1	14	-1	6
kum	came	0.5277777777777778	3	holbrook-missp	-1	13	-1	12
came	can	0.7222222222222222	2	holbrook-missp	-1	33	-1	1
cane	can	0.9166666666666666	1	holbrook-missp	8	40	-1	1
cant	can't	0.9533333333333333	1	holbrook-missp	3	28	-1	1
canth	can't	0.9066666666666667	2	holbrook-missp	5	40	-1	3
carn't	can't	0.9555555555555556	1	holbrook-missp	0	51	0	1
carnt	can't	0.8933333333333333	2	holbrook-missp	5	51	-1	5
candle_stick	candlestick	0.9833333333333333	1	holbrook-missp	0	3	0	1
cain	cane	0.8666666666666667	2	holbrook-missp	-1	24	-1	14
can_not	cannot	0.9666666666666667	1	holbrook-missp	0	17	0	1
connot	cannot	0.9	1	holbrook-missp	8	23	1	2
captian	captain	0.9714285714285714	2	holbrook-missp	0	6	0	2
captman	captain	0.9428571428571428	2	holbrook-missp	2	11	0	7
catptman	captain	0.8507936507936509	3	holbrook-missp	2	9	-1	1
cpn	captain	0.6507936507936508	4	holbrook-missp	-1	16	-1	6
Star	car	0.7222222222222222	2	holbrook-missp	-1	22	-1	7
carrer	career	0.8755555555555556	1	holbrook-missp	5	21	4	8
carefull	careful	0.975	1	holbrook-missp	3	5	1	2
carful	careful	0.9666666666666667	1	holbrook-missp	0	22	0	3
carfull	careful	0.9333333333333333	2	holbrook-missp	3	18	1	6
caresll	carefully	0.9047619047619048	3	holbrook-missp	6	48	-1	3
cared	carried	0.9333333333333333	2	holbrook-missp	12	49	-1	1
carred	carried	0.9714285714285714	1	holbrook-missp	0	30	0	15
carrid	carried	0.9714285714285714	1	holbrook-missp	0	48	0	1
carring	carrying	0.975	1	holbrook-missp	0	41	0	15
carlsat	castle	0.6626984126984127	5	holbrook-missp	-1	36	-1	2
carsal	castle	0.8222222222222222	3	holbrook-missp	-1	34	-1	4
carsell	castle	0.826031746031746	3	holbrook-missp	23	91	-1	8
cartal	castle	0.8222222222222222	3	holbrook-missp	-1	31	-1	3
cartill	castle	0.7968253968253969	3	holbrook-missp	27	55	-1	6
cartsel	castle	0.873015873015873	3	holbrook-missp	10	21	-1	1
catal	castle	0.8577777777777779	3	holbrook-missp	-1	45	-1	4
catsal	castle	0.8577777777777779	3	holbrook-missp	9	31	-1	1
cats	cat's	0.9533333333333333	1	holbrook-missp	1	51	-1	1
cash	catch	0.8266666666666667	2	holbrook-missp	-1	27	-1	1
chach	catch	0.88	2	holbrook-missp	2	25	-1	1
caugh	caught	0.9666666666666667	1	holbrook-missp	0	41	0	3
cort	caught	0.611111111111111	4	holbrook-missp	-1	36	-1	23
cought	caught	0.9	1	holbrook-missp	5	12	3	8
celebrate	celebrated	0.98	1	holbrook-missp	3	10	-1	1
choin	chain	0.8933333333333333	1	holbrook-missp	6	39	3	4
chere	chair	0.7866666666666667	3	holbrook-missp	-1	22	-1	7
cage	changed	0.8714285714285714	3	holbrook-missp	-1	25	-1	1
characte	character	0.9777777777777777	1	holbrook-missp	0	7	0	1
charickter	character	0.9377777777777778	2	holbrook-missp	0	10	0	1
change	charged	0.8944444444444445	2	holbrook-missp	-1	11	-1	1
cheeroh	cheerio	0.9428571428571428	2	holbrook-missp	2	21	1	9
cheter	cheetah	0.8477777777777777	3	holbrook-missp	21	30	-1	3
chow	chew	0.8666666666666667	1	holbrook-missp	9	15	-1	1
chidren	children	0.9708333333333333	1	holbrook-missp	0	23	0	1
childrenes	children's	0.96	1	holbrook-missp	-1	9	-1	1
cimbenr	chimney	0.7685714285714286	4	holbrook-missp	-1	37	-1	6
cherped	chirped	0.9238095238095239	1	holbrook-missp	0	27	0	2
ching	choosing	0.9	3	holbrook-missp	-1	23	-1	11
