error	correct_word	dsug	target	correct_word_in_dict	correct_word_in_dsuggestions	corwd_dist	corwd_se	corwd_me	error_char_count	error_consonant_count	error_vowel_count	error_capital_count	dsug_char_count	dsug_consonant_count	dsug_vowel_count	dsug_capital_count	dsug_contains_space	dsug_se	dsug_me	dsug_dist	dsug_lm_log_prob
Britian	Britain	Britain	1	True	True	2	True	False	7	4	3	1	7	4	3	1	False	True	False	2	0.0
Britian	Britain	Brittan	0	True	True	2	True	False	7	4	3	1	7	5	2	1	False	True	False	1	0.0
Britian	Britain	Britannia	0	True	True	2	True	False	7	4	3	1	9	5	4	1	False	True	False	4	0.0
Britian	Britain	Britannic	0	True	True	2	True	False	7	4	3	1	9	6	3	1	False	True	False	4	0.0
Britian	Britain	Briant	0	True	True	2	True	False	7	4	3	1	6	4	2	1	False	False	False	3	0.0
Britian	Britain	Mauritian	0	True	True	2	True	False	7	4	3	1	9	4	5	1	False	False	False	3	0.0
Britian	Britain	Vibration	0	True	True	2	True	False	7	4	3	1	9	5	4	1	False	False	False	5	0.0
Britian	Britain	Brashness	0	True	True	2	True	False	7	4	3	1	9	7	2	1	False	False	True	7	0.0
Brittish	British	British	1	True	True	1	True	True	8	6	2	1	7	5	2	1	False	True	True	1	0.0
Brittish	British	Brutish	0	True	True	1	True	True	8	6	2	1	7	5	2	1	False	True	True	2	0.0
Brittish	British	Skittish	0	True	True	1	True	True	8	6	2	1	8	6	2	1	False	False	False	2	0.0
Brittish	British	Briticism	0	True	True	1	True	True	8	6	2	1	9	6	3	1	False	True	False	3	0.0
Brittish	British	Brittni	0	True	True	1	True	True	8	6	2	1	7	5	2	1	False	False	False	3	0.0
Brittish	British	Bradshaw	0	True	True	1	True	True	8	6	2	1	8	6	2	1	False	True	True	6	0.0
Brittish	British	Broadsheet	0	True	True	1	True	True	8	6	2	1	10	6	4	1	False	True	True	7	0.0
Ceasar	Caesar	Caesar	1	True	True	2	True	False	6	3	3	1	6	3	3	1	False	True	False	2	0.0
Ceasar	Caesar	Cesar	0	True	True	2	True	False	6	3	3	1	5	3	2	1	False	True	True	1	0.0
Ceasar	Caesar	Casar	0	True	True	2	True	False	6	3	3	1	5	3	2	1	False	True	True	1	0.0
Ceasar	Caesar	Cesarean	0	True	True	2	True	False	6	3	3	1	8	4	4	1	False	False	False	4	0.0
Ceasar	Caesar	Cease	0	True	True	2	True	False	6	3	3	1	5	2	3	1	False	False	False	2	0.0
Ceasar	Caesar	Caresa	0	True	True	2	True	False	6	3	3	1	6	3	3	1	False	False	False	4	0.0
Ceasar	Caesar	Crease	0	True	True	2	True	False	6	3	3	1	6	3	3	1	False	False	False	3	0.0
Ceasar	Caesar	Cesya	0	True	True	2	True	False	6	3	3	1	5	3	2	1	False	False	False	3	0.0
Ceasar	Caesar	Cesium	0	True	True	2	True	False	6	3	3	1	6	3	3	1	False	False	False	4	0.0
Cambrige	Cambridge	Cambridge	1	True	True	1	True	True	8	5	3	1	9	6	3	1	False	True	True	1	0.0
Cambrige	Cambridge	Cambric	0	True	True	1	True	True	8	5	3	1	7	5	2	1	False	True	True	2	0.0
Cambrige	Cambridge	Cambrian	0	True	True	1	True	True	8	5	3	1	8	5	3	1	False	True	True	2	0.0
Cambrige	Cambridge	Carriage	0	True	True	1	True	True	8	5	3	1	8	4	4	1	False	False	False	3	0.0
Cambrige	Cambridge	Camber	0	True	True	1	True	True	8	5	3	1	6	4	2	1	False	True	True	4	0.0
Cambrige	Cambridge	Precambrian	0	True	True	1	True	True	8	5	3	1	11	7	4	1	False	False	False	6	0.0
Cambrige	Cambridge	Jamboree	0	True	True	1	True	True	8	5	3	1	8	4	4	1	False	False	False	4	0.0
carcas	Caracas	carcase	0	True	True	2	True	True	6	4	2	0	7	4	3	0	False	True	True	1	0.0
carcas	Caracas	carcass	0	True	True	2	True	True	6	4	2	0	7	5	2	0	False	True	True	1	0.0
carcas	Caracas	Caracas	1	True	True	2	True	True	6	4	2	0	7	4	3	1	False	True	True	2	0.0
carcas	Caracas	cascaras	0	True	True	2	True	True	6	4	2	0	8	5	3	0	False	False	False	3	0.0
carcas	Caracas	sarcasms	0	True	True	2	True	True	6	4	2	0	8	6	2	0	False	False	False	3	0.0
carcas	Caracas	sarcasm	0	True	True	2	True	True	6	4	2	0	7	5	2	0	False	False	False	2	0.0
carcas	Caracas	cargoes	0	True	True	2	True	True	6	4	2	0	7	4	3	0	False	True	True	3	0.0
carcas	Caracas	Caucasus	0	True	True	2	True	True	6	4	2	0	8	4	4	1	False	False	False	4	0.0
Carribean	Caribbean	Carri bean	0	True	True	2	True	True	9	5	4	1	10	5	4	1	True	True	True	1	0.0
Carribean	Caribbean	Carri-bean	0	True	True	2	True	True	9	5	4	1	10	5	4	1	False	True	True	1	0.0
Carribean	Caribbean	Caribbean	1	True	True	2	True	True	9	5	4	1	9	5	4	1	False	True	True	2	0.0
Carribean	Caribbean	Carrier	0	True	True	2	True	True	9	5	4	1	7	4	3	1	False	False	False	3	0.0
Carribean	Caribbean	Carrion	0	True	True	2	True	True	9	5	4	1	7	4	3	1	False	False	False	3	0.0
Carribean	Caribbean	Cribbing	0	True	True	2	True	True	9	5	4	1	8	6	2	1	False	True	False	5	0.0
Carribean	Caribbean	Scriabin	0	True	True	2	True	True	9	5	4	1	8	5	3	1	False	False	False	6	0.0
Carthagian	Carthaginian	Carthaginian	1	True	True	2	True	True	10	6	4	1	12	7	5	1	False	True	True	2	0.0
Carthagian	Carthaginian	Carthage	0	True	True	2	True	True	10	6	4	1	8	5	3	1	False	True	True	3	0.0
Carthagian	Carthaginian	Carpathian	0	True	True	2	True	True	10	6	4	1	10	6	4	1	False	False	False	4	0.0
Carthagian	Carthaginian	Cartesian	0	True	True	2	True	True	10	6	4	1	9	5	4	1	False	True	False	3	0.0
Carthagian	Carthaginian	Catharina	0	True	True	2	True	True	10	6	4	1	9	5	4	1	False	False	False	4	0.0
Carthagian	Carthaginian	Catharine	0	True	True	2	True	True	10	6	4	1	9	5	4	1	False	False	False	4	0.0
Cataline	Catalina	Catiline	0	True	True	1	True	True	8	4	4	1	8	4	4	1	False	True	True	1	0.0
Cataline	Catalina	Catalina	1	True	True	1	True	True	8	4	4	1	8	4	4	1	False	True	True	1	0.0
Cataline	Catalina	Nataline	0	True	True	1	True	True	8	4	4	1	8	4	4	1	False	False	False	1	0.0
Cataline	Catalina	Cataleptic	0	True	True	1	True	True	8	4	4	1	10	6	4	1	False	False	False	5	0.0
Cataline	Catalina	Catalonia	0	True	True	1	True	True	8	4	4	1	9	4	5	1	False	True	True	3	0.0
Cataline	Catalina	Capitoline	0	True	True	1	True	True	8	4	4	1	10	5	5	1	False	False	False	3	0.0
Cataline	Catalina	Catalan	0	True	True	1	True	True	8	4	4	1	7	4	3	1	False	True	True	2	0.0
Cataline	Catalina	Catlaina	0	True	True	1	True	True	8	4	4	1	8	4	4	1	False	True	True	3	0.0
Cataline	Catalina	Catlin	0	True	True	1	True	True	8	4	4	1	6	4	2	1	False	True	True	2	0.0
Cataline	Catiline	Catiline	1	True	True	1	True	True	8	4	4	1	8	4	4	1	False	True	True	1	0.0
Cataline	Catiline	Catalina	0	True	True	1	True	True	8	4	4	1	8	4	4	1	False	True	True	1	0.0
Cataline	Catiline	Nataline	0	True	True	1	True	True	8	4	4	1	8	4	4	1	False	False	False	1	0.0
Cataline	Catiline	Cataleptic	0	True	True	1	True	True	8	4	4	1	10	6	4	1	False	False	False	5	0.0
Cataline	Catiline	Catalonia	0	True	True	1	True	True	8	4	4	1	9	4	5	1	False	True	True	3	0.0
Cataline	Catiline	Capitoline	0	True	True	1	True	True	8	4	4	1	10	5	5	1	False	False	False	3	0.0
Cataline	Catiline	Catalan	0	True	True	1	True	True	8	4	4	1	7	4	3	1	False	True	True	2	0.0
Cataline	Catiline	Catlaina	0	True	True	1	True	True	8	4	4	1	8	4	4	1	False	True	True	3	0.0
Cataline	Catiline	Catlin	0	True	True	1	True	True	8	4	4	1	6	4	2	1	False	True	True	2	0.0
Celcius	Celsius	Celsius	1	True	True	1	True	False	7	4	3	1	7	4	3	1	False	True	False	1	0.0
Celcius	Celsius	Cecilius	0	True	True	1	True	False	7	4	3	1	8	4	4	1	False	False	False	3	0.0
Celcius	Celsius	Lucius	0	True	True	1	True	False	7	4	3	1	6	3	3	1	False	False	False	3	0.0
Celcius	Celsius	Cellist	0	True	True	1	True	False	7	4	3	1	7	5	2	1	False	False	False	3	0.0
Celcius	Celsius	Salacious	0	True	True	1	True	False	7	4	3	1	9	4	5	1	False	False	False	4	0.0
Champange	Champagne	Champagne	1	True	True	2	False	False	9	6	3	1	9	6	3	1	False	False	False	2	0.0
Champange	Champagne	Champaign	0	True	True	2	False	False	9	6	3	1	9	6	3	1	False	False	False	2	0.0
Champange	Champagne	Changeling	0	True	True	2	False	False	9	6	3	1	10	7	3	1	False	False	False	6	0.0
Champange	Champagne	Changed	0	True	True	2	False	False	9	6	3	1	7	5	2	1	False	False	False	4	0.0
Champange	Champagne	Changer	0	True	True	2	False	False	9	6	3	1	7	5	2	1	False	False	False	4	0.0
Champange	Champagne	Champion	0	True	True	2	False	False	9	6	3	1	8	5	3	1	False	True	True	4	0.0
Champange	Champagne	Chimpanzee	0	True	True	2	False	False	9	6	3	1	10	6	4	1	False	True	True	3	0.0
Conneticut	Connecticut	Connecticut	1	True	True	1	False	False	10	6	4	1	11	7	4	1	False	False	False	1	0.0
Conneticut	Connecticut	Connection	0	True	True	1	False	False	10	6	4	1	10	6	4	1	False	False	False	4	0.0
Conneticut	Connecticut	Connective	0	True	True	1	False	False	10	6	4	1	10	6	4	1	False	False	False	4	0.0
Conneticut	Connecticut	Connectible	0	True	True	1	False	False	10	6	4	1	11	7	4	1	False	False	False	4	0.0
Conneticut	Connecticut	Connectivity	0	True	True	1	False	False	10	6	4	1	12	8	4	1	False	False	False	4	0.0
Conneticut	Connecticut	Contiguity	0	True	True	1	False	False	10	6	4	1	10	6	4	1	False	True	True	5	0.0
Conneticut	Connecticut	Contradict	0	True	True	1	False	False	10	6	4	1	10	7	3	1	False	False	False	5	0.0
Cyprian	Cypriot	Cyprian	0	True	False	2	False	False	7	5	2	1	7	5	2	1	False	True	True	0	0.0
Cyprian	Cypriot	Sparing	0	True	False	2	False	False	7	5	2	1	7	5	2	1	False	False	False	5	0.0
Cyprian	Cypriot	Soprano	0	True	False	2	False	False	7	5	2	1	7	4	3	1	False	False	False	4	0.0
eles	Ellis	lees	0	True	False	3	True	True	4	2	2	0	4	2	2	0	False	False	False	2	0.0
eles	Ellis	eels	0	True	False	3	True	True	4	2	2	0	4	2	2	0	False	True	True	2	0.0
eles	Ellis	else	0	True	False	3	True	True	4	2	2	0	4	2	2	0	False	True	True	2	0.0
eles	Ellis	ekes	0	True	False	3	True	True	4	2	2	0	4	2	2	0	False	False	False	1	0.0
eles	Ellis	els	0	True	False	3	True	True	4	2	2	0	3	2	1	0	False	True	True	1	0.0
eles	Ellis	elves	0	True	False	3	True	True	4	2	2	0	5	3	2	0	False	False	False	1	0.0
eles	Ellis	ales	0	True	False	3	True	True	4	2	2	0	4	2	2	0	False	False	True	1	0.0
eles	Ellis	oles	0	True	False	3	True	True	4	2	2	0	4	2	2	0	False	False	True	1	0.0
eles	Ellis	ells	0	True	False	3	True	True	4	2	2	0	4	3	1	0	False	True	True	1	0.0
eles	Ellis	elem	0	True	False	3	True	True	4	2	2	0	4	2	2	0	False	False	False	1	0.0
eles	Ellis	elms	0	True	False	3	True	True	4	2	2	0	4	3	1	0	False	False	False	1	0.0
eles	Ellis	eyes	0	True	False	3	True	True	4	2	2	0	4	2	2	0	False	False	False	1	0.0
eles	Ellis	elev	0	True	False	3	True	True	4	2	2	0	4	2	2	0	False	False	False	1	0.0
eles	Ellis	eves	0	True	False	3	True	True	4	2	2	0	4	2	2	0	False	False	False	1	0.0
eles	Ellis	elks	0	True	False	3	True	True	4	2	2	0	4	3	1	0	False	True	False	1	0.0
Enlish	English	English	1	True	True	1	False	False	6	4	1	1	7	5	1	1	False	False	False	1	0.0
Enlish	English	Enlist	0	True	True	1	False	False	6	4	1	1	6	4	1	1	False	True	False	1	0.0
Enlish	English	Hellish	0	True	True	1	False	False	6	4	1	1	7	5	2	1	False	False	False	3	0.0
Enlish	English	Enliven	0	True	True	1	False	False	6	4	1	1	7	4	2	1	False	False	False	3	0.0
Enlish	English	Elisha	0	True	True	1	False	False	6	4	1	1	6	3	2	1	False	False	False	2	0.0
Enlish	English	Relish	0	True	True	1	False	False	6	4	1	1	6	4	2	1	False	False	False	2	0.0
Enlish	English	Enlighten	0	True	True	1	False	False	6	4	1	1	9	6	2	1	False	True	False	4	0.0
Enlish	English	Enlarge	0	True	True	1	False	False	6	4	1	1	7	4	2	1	False	False	False	4	0.0
Europian	European	European	1	True	True	1	True	True	8	3	4	1	8	3	4	1	False	True	True	1	0.0
Europian	European	Europium	0	True	True	1	True	True	8	3	4	1	8	3	4	1	False	True	False	2	0.0
Europian	European	Europa	0	True	True	1	True	True	8	3	4	1	6	2	3	1	False	False	False	2	0.0
Europian	European	Eurasian	0	True	True	1	True	True	8	3	4	1	8	3	4	1	False	False	False	2	0.0
Europian	European	Europe	0	True	True	1	True	True	8	3	4	1	6	2	3	1	False	False	False	3	0.0
Europian	European	Eruption	0	True	True	1	True	True	8	3	4	1	8	4	3	1	False	False	False	4	0.0
Europian	European	Atropine	0	True	True	1	True	True	8	3	4	1	8	4	3	1	False	False	False	4	0.0
Eurpean	European	European	1	True	True	1	True	True	7	3	3	1	8	3	4	1	False	True	True	1	0.0
Eurpean	European	Eurasian	0	True	True	1	True	True	7	3	3	1	8	3	4	1	False	False	False	3	0.0
Eurpean	European	Europe	0	True	True	1	True	True	7	3	3	1	6	2	3	1	False	False	False	3	0.0
Eurpean	European	Peanut	0	True	True	1	True	True	7	3	3	1	6	3	3	1	False	False	False	6	0.0
Eurpean	European	Arpanet	0	True	True	1	True	True	7	3	3	1	7	4	2	1	False	False	True	5	0.0
Eurpean	European	ARPANET	0	True	True	1	True	True	7	3	3	1	7	4	0	7	False	False	True	7	0.0
Eurpoean	European	European	1	True	True	2	True	True	8	3	4	1	8	3	4	1	False	True	True	2	0.0
Eurpoean	European	Eponymous	0	True	True	2	True	True	8	3	4	1	9	5	3	1	False	False	False	8	0.0
Eurpoean	European	Opponent	0	True	True	2	True	True	8	3	4	1	8	5	2	1	False	False	False	6	0.0
Europians	Europeans	Europeans	1	True	True	1	True	True	9	4	4	1	9	4	4	1	False	True	True	1	0.0
Europians	Europeans	Europiums	0	True	True	1	True	True	9	4	4	1	9	4	4	1	False	True	False	2	0.0
Europians	Europeans	European	0	True	True	1	True	True	9	4	4	1	8	3	4	1	False	True	True	2	0.0
Europians	Europeans	Eurasians	0	True	True	1	True	True	9	4	4	1	9	4	4	1	False	False	False	2	0.0
Europians	Europeans	Europium	0	True	True	1	True	True	9	4	4	1	8	3	4	1	False	True	False	3	0.0
Europians	Europeans	Droopiness	0	True	True	1	True	True	9	4	4	1	10	6	4	1	False	False	False	6	0.0
Europians	Europeans	Euripides	0	True	True	1	True	True	9	4	4	1	9	4	4	1	False	False	False	3	0.0
febuary	February	February	1	True	True	2	True	False	7	4	3	0	8	5	3	1	False	True	False	2	0.0
febuary	February	febrile	0	True	True	2	True	False	7	4	3	0	7	4	3	0	False	False	False	4	0.0
febuary	February	forbore	0	True	True	2	True	False	7	4	3	0	7	4	3	0	False	False	False	5	0.0
Flemmish	Flemish	Flemish	1	True	True	1	True	True	8	6	2	1	7	5	2	1	False	True	True	1	0.0
Flemmish	Flemish	Flemming	0	True	True	1	True	True	8	6	2	1	8	6	2	1	False	True	False	2	0.0
Flemmish	Flemish	Blemish	0	True	True	1	True	True	8	6	2	1	7	5	2	1	False	False	False	2	0.0
Flemmish	Flemish	Fleisher	0	True	True	1	True	True	8	6	2	1	8	5	3	1	False	False	False	4	0.0
Flemmish	Flemish	Shlemiel's	0	True	True	1	True	True	8	6	2	1	10	6	3	1	False	False	False	7	0.0
Flemmish	Flemish	Fleming	0	True	True	1	True	True	8	6	2	1	7	5	2	1	False	True	False	3	0.0
Flemmish	Flemish	Fleischman	0	True	True	1	True	True	8	6	2	1	10	7	3	1	False	False	False	6	0.0
Fransiscan	Franciscan	Franciscan	1	True	True	1	True	False	10	7	3	1	10	7	3	1	False	True	False	1	0.0
Fransiscan	Franciscan	Fransisco	0	True	True	1	True	False	10	7	3	1	9	6	3	1	False	True	True	2	0.0
Fransiscan	Franciscan	Francisca	0	True	True	1	True	False	10	7	3	1	9	6	3	1	False	True	False	2	0.0
Fransiscan	Franciscan	Francisco	0	True	True	1	True	False	10	7	3	1	9	6	3	1	False	True	False	3	0.0
Fransiscan	Franciscan	Francesca	0	True	True	1	True	False	10	7	3	1	9	6	3	1	False	True	False	3	0.0
Fransiscan	Franciscan	Franciska	0	True	True	1	True	False	10	7	3	1	9	6	3	1	False	True	False	3	0.0
Fransiscan	Franciscan	Franciskus	0	True	True	1	True	False	10	7	3	1	10	7	3	1	False	True	False	4	0.0
Fransiscans	Franciscans	Franciscans	1	True	True	1	True	False	11	8	3	1	11	8	3	1	False	True	False	1	0.0
Fransiscans	Franciscans	Fransisco	0	True	True	1	True	False	11	8	3	1	9	6	3	1	False	True	True	3	0.0
Fransiscans	Franciscans	Franciscan	0	True	True	1	True	False	11	8	3	1	10	7	3	1	False	True	False	2	0.0
Fransiscans	Franciscans	Francisca	0	True	True	1	True	False	11	8	3	1	9	6	3	1	False	True	False	3	0.0
Fransiscans	Franciscans	Francisco	0	True	True	1	True	False	11	8	3	1	9	6	3	1	False	True	False	4	0.0
Fransiscans	Franciscans	Franciskus	0	True	True	1	True	False	11	8	3	1	10	7	3	1	False	True	False	4	0.0
Fransiscans	Franciscans	Francesca	0	True	True	1	True	False	11	8	3	1	9	6	3	1	False	True	False	4	0.0
gae	Gael	age	0	True	False	2	False	False	3	1	2	0	3	1	2	0	False	False	False	2	0.0
gae	Gael	Gae	0	True	False	2	False	False	3	1	2	0	3	1	2	1	False	True	True	1	0.0
gae	Gael	gar	0	True	False	2	False	False	3	1	2	0	3	2	1	0	False	False	False	1	0.0
gae	Gael	gate	0	True	False	2	False	False	3	1	2	0	4	2	2	0	False	False	False	1	0.0
gae	Gael	gale	0	True	False	2	False	False	3	1	2	0	4	2	2	0	False	False	False	1	0.0
gae	Gael	gage	0	True	False	2	False	False	3	1	2	0	4	2	2	0	False	False	False	1	0.0
gae	Gael	game	0	True	False	2	False	False	3	1	2	0	4	2	2	0	False	False	False	1	0.0
gae	Gael	gape	0	True	False	2	False	False	3	1	2	0	4	2	2	0	False	False	False	1	0.0
gae	Gael	gave	0	True	False	2	False	False	3	1	2	0	4	2	2	0	False	False	False	1	0.0
gae	Gael	gaze	0	True	False	2	False	False	3	1	2	0	4	2	2	0	False	False	False	1	0.0
gae	Gael	gee	0	True	False	2	False	False	3	1	2	0	3	1	2	0	False	True	False	1	0.0
gae	Gael	gas	0	True	False	2	False	False	3	1	2	0	3	2	1	0	False	False	False	1	0.0
gae	Gael	nae	0	True	False	2	False	False	3	1	2	0	3	1	2	0	False	False	False	1	0.0
gae	Gael	gal	0	True	False	2	False	False	3	1	2	0	3	2	1	0	False	False	False	1	0.0
gae	Gael	gad	0	True	False	2	False	False	3	1	2	0	3	2	1	0	False	False	False	1	0.0
Galations	Galatians	Galatians	1	True	True	1	True	True	9	5	4	1	9	5	4	1	False	True	True	1	0.0
Galations	Galatians	Allegations	0	True	True	1	True	True	9	5	4	1	11	6	4	1	False	False	False	4	0.0
Galations	Galatians	Inhalations	0	True	True	1	True	True	9	5	4	1	11	6	4	1	False	False	False	3	0.0
Galations	Galatians	Exhalations	0	True	True	1	True	True	9	5	4	1	11	6	4	1	False	False	False	3	0.0
Galations	Galatians	Galvanizations	0	True	True	1	True	True	9	5	4	1	14	8	6	1	False	False	False	5	0.0
Galations	Galatians	Circulations	0	True	True	1	True	True	9	5	4	1	12	7	5	1	False	False	False	5	0.0
Galations	Galatians	Coalitionist	0	True	True	1	True	True	9	5	4	1	12	6	6	1	False	False	True	5	0.0
Ghandi	Gandhi	Gandhi	1	True	True	2	True	True	6	4	2	1	6	4	2	1	False	True	True	2	0.0
Ghandi	Gandhi	Ghanaian	0	True	True	2	True	True	6	4	2	1	8	4	4	1	False	False	False	3	0.0
Ghandi	Gandhi	Handily	0	True	True	2	True	True	6	4	2	1	7	5	2	1	False	False	False	4	0.0
Ghandi	Gandhi	Handicap	0	True	True	2	True	True	6	4	2	1	8	5	3	1	False	False	False	5	0.0
Ghandi	Gandhi	Longhand	0	True	True	2	True	True	6	4	2	1	8	6	2	1	False	False	False	5	0.0
Ghandi	Gandhi	Candid	0	True	True	2	True	True	6	4	2	1	6	4	2	1	False	False	False	3	0.0
Ghandi	Gandhi	Garnet	0	True	True	2	True	True	6	4	2	1	6	4	2	1	False	False	False	4	0.0
gogin	Gauguin	going	0	True	False	4	True	False	5	3	2	0	5	3	2	0	False	False	False	2	0.0
gogin	Gauguin	login	0	True	False	4	True	False	5	3	2	0	5	3	2	0	False	False	False	1	0.0
gogin	Gauguin	go gin	0	True	False	4	True	False	5	3	2	0	6	3	2	0	True	True	True	1	0.0
gogin	Gauguin	go-gin	0	True	False	4	True	False	5	3	2	0	6	3	2	0	False	True	True	1	0.0
gogin	Gauguin	gorging	0	True	False	4	True	False	5	3	2	0	7	5	2	0	False	False	False	2	0.0
gogin	Gauguin	noggin	0	True	False	4	True	False	5	3	2	0	6	4	2	0	False	False	False	2	0.0
